"speaker","speech","speaker_std"
"El señor Julio Vera Abad","Pero cuando estuvo secuestrado, el señor le hizo cambiar ahí mismo, paso para él la licencia, nos hicieron linda jugada.","VERA ABAD"
"El señor Vladimiro Montesinos","Te hizo la jugada.","MONTESINOS"
"El señor Julio Vera Abad","Sí, Palermo se pasó la licencia a él. He andado como afiliado. Ahora de afiliado se la ha pasado al 11.","VERA ABAD"
"El señor Vladimiro Montesinos","¿Tan fácil, pues?","MONTESINOS"
"El señor Julio Vera Abad","Y nosotros felizmente, sabiendo lo que era Palermo v c= allí cuando comenzó a subir, por él lo conocí al Presidente, cuando fue a visitar el ca nal el Presidente, pero no lo llegó (?) se acabó, ¿ya? Ya desde allí no anda con nosotros. Nuestra señal es mejor que el canal del Norte y que el propio canal del Sur, el 11; 13 y el treinta y tantos también.","VERA ABAD"
"El señor Vladimiro Montesinos","Horrible, Palermo.","MONTESINOS"
"El señor Julio Vera Abad","Y yo lo... quiero es volver antes de que me digan (?) to do lo que ha hablado, todo lo que ha fregado, yo le estoy cerrando el caño, pero el cipo esta bajando. ¿Usted ha visto sus declaraciones ante La República?","VERA ABAD"
"El señor Vladimiro Montesinos","Claro, pues.","MONTESINOS"
"El señor Julio Vera Abad","En el sentido que había...","VERA ABAD"
"El señor Vladimiro Montesinos","Sí.","MONTESINOS"
"El señor Julio Vera Abad","Yo tengo rabo de paja. Que use el rabo de paja (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Lógico. (?) pero entonces yo ya te avisé, no quiero verte más. Pero si no son ustedes, tengo otra oferta pero el doctor (?) unas gestiones, hace muchísimos años ya que yo tengo cierta obligación moral de hablar con él, él me dijo ""Aguántese, espérese"", y yo lo estoy esperando.","MONTESINOS"
"El señor Vladimiro Montesinos","Claro, por supuesto.","MONTESINOS"
"El señor Julio Vera Abad","Francamente, Vladimiro, yo pensé (?) el presidente, acá hay de por medio (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Julio Vera Abad","Entonces yo quiero que contemplen eso, que revisen todo, porque todo (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Perfecto, ahora sí nos vemos mañana.","MONTESINOS"
"El señor Julio Vera Abad","Ya, entonces a las 12 los espero en (?)","VERA ABAD"
"El señor Vladimiro Montesinos","(?)","MONTESINOS"
"Desconocido","Doctor, me deja su teléfono.","DESCONOCIDO"
"Desconocido","Sí (?).","DESCONOCIDO"
"Desconocido","Porque (?).","DESCONOCIDO"
"El señor Vladimiro Montesinos","¿Ah? Él tiene dos funciones.","MONTESINOS"
"Desconocido","Claro.","DESCONOCIDO"
"Desconocido","Ya, ésta es la (?) y el otro (?).","DESCONOCIDO"
"BACKGROUND","[Silencio.]","BACKGROUND"
"Desconocido","No queda nada ¿no?","DESCONOCIDO"
"El señor Vladimiro Montesinos","Sí, sí, hermano, nada.","MONTESINOS"
"El señor Julio Vera Abad","(?) A ver si tú me apoyas con lo de (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Ya okay.","MONTESINOS"
"El señor Julio Vera Abad","No quiero que trascienda porque (?).","VERA ABAD"
"El señor Vladimiro Montesinos","¿A usted...?","MONTESINOS"
"El señor Julio Vera Abad","(?)","VERA ABAD"
"El señor Vladimiro Montesinos","Al decir qué cosa.","MONTESINOS"
"El señor Julio Vera Abad","Tiene que ver —creo— con el alcalde de Lima, el refrigerio y todo. Parece que son muy amigos, muy amigos.","VERA ABAD"
"El señor Vladimiro Montesinos","¿Con quién?","MONTESINOS"
"El señor Julio Vera Abad","Con Viaña, Viaña.","VERA ABAD"
"El señor Vladimiro Montesinos","Ellos son profesionales. A Borobbio, ¿lo conoces?","MONTESINOS"
"El señor Julio Vera Abad","Nada, yo no quiero, por favor, tampoco. Esto lo que está (?) no quiero ni el Papa que lo sepa.","VERA ABAD"
"El señor Vladimiro Montesinos","No entra nadie.","MONTESINOS"
"El señor Julio Vera Abad","Ya, esto es una cosa, si es que tuviera un arreglo, bien. No quiero que...","VERA ABAD"
"El señor Vladimiro Montesinos","Nadie, ni nadie, nadie.","MONTESINOS"
"El señor Julio Vera Abad","Todo lo que usted (?) ya lógico.","VERA ABAD"
"El señor Vladimiro Montesinos","Pero (?) a terceros que vaya no tiene por que decir estas cosas.","MONTESINOS"
"El señor Julio Vera Abad","Pero no sólo (?), también hay que decirle por dónde viene, no quiero encontrarlo ahí.","VERA ABAD"
"El señor Vladimiro Montesinos","Está bien, está bien.","MONTESINOS"
"El señor Julio Vera Abad","Un día yo lo vi, se levantó de un costado, imagínese a un periodista.","VERA ABAD"
"El señor Vladimiro Montesinos","Ah, lo hacemos esperar.","MONTESINOS"
"El señor Julio Vera Abad","Siempre, no, se dispara. Si yo te pongo este caso, solo...","VERA ABAD"
"El señor Vladimiro Montesinos","Te voy a contar, te voy a contar una anécdota para que vea usted. Un día me llama un amigo, tú sabes que yo he dejado de ir al Poder Judicial porque ya no puedo ir, ya no puedo ir.","MONTESINOS"
"El señor Julio Vera Abad","Ya no puedes ir.","VERA ABAD"
"El señor Vladimiro Montesinos","Ya no puedo ir... y me llama un día un juez amigo y me dice: ""Oye, hermano, ya no nos vemos hace como dos años"", me llamó por telefono y (?) y le contesté: ""Hola, cómo estás, hace tiempo que no te dejas ver, yo que te estimo, hermano"". ""Lo que me has pedido, pues, ya vino tu secretaria, ya te serví"". Nada le dije, ""¿De qué hablas?"", yo creía que me estaba haciendo una broma. Ya, pues, hermano, ya pues (?) a la persona que me has pedido, no tenía muchas cosas pero ya te ayudé"". Por eso le digo ""¿Es serio lo que estás diciendo?"" ""Sí"", me dice, ""acá ha venido tu secretaria y me ha dejado su tarjeta"". ""¿Y qué dice en la tarjeta?"" ""Bueno, me ha dado un nombre, me dice 'Secretaria del estudio del doctor Montesinos""'. ""¿Y tú tienes la tarjeta allí?"" ""Sí"", me dice, ""está hasta con número de teléfono"". ""A ver ¿cuál es el número...? Pues no corresponde al número de mi oficina, pero conoces la oficina, ¿no? Oye"", le dije, ""¿te puedo, puedes man dar esa tarjeta?"" ""Sí"", dijo, ""por supuesto que sí"". Mandé a una persona por la tarjeta. Entonces miré acá a dónde pertenecía ese teléfono, pertenecía a un local de la avenida Petit Thouars, entonces tenía que en la avenida Petit Thouars que averiguar y era una cevichería; el teléfono pertenecía a una cevichería de Petit Thouars donde decía ""Fulana de tal secre taria del estudio del doctor Montesinos"" y el teléfono de una cevichería. Entonces el descargo tenía que hacer, ""Oye, ¿usted conoce a la señora fulana de tal?"" ""Sí, ah, es una señora que viene y alquila el teléfono"". ""¿Y cuándo viene?"" Bueno, esporádicamente, almuerza acá y a veces me alquila el teléfono, le hablan, recibe encargos"". Vinieron, menos mal, le dije ""Bueno, háganle la guardia las 24 horas del día y cuan do llegue me la agarran a la mujer y me la traen acá"". Así que, aproximadamente como a los seis días llegaron a venir ""¡Ya llegó la mujer! ¿Qué hacemos?"" Le dije, (?) ""Señora, queremos conversar con usted?"" ""¿De qué se trata?, ¿no?"" ""El señor Montesinos quiere conversar con usted? ""¿Conmigo?"", me dijo, ""al señor no lo conozco"". ""No sé, quiere conversar con usted"". ""No, no, no que no"". La sacaron, me la trajeron acá. Bajé yo, le dije: ""Señora, ¿usted me conoce?"" ""No, ¿quién es usted, señor?"" me dijo, ""¿Cómo?, ¿usted no es mi secretaria?"" ""¿Secretaria...?"", me dijo, ""Usted está loco"", me dijo; ""yo soy madre de familia, no secretaria de nadie"". ""¿Pero usted no ha ido a pedir un favor al Juzgado?"" ""No, señor, de ninguna manera"", me dijo. ""¿Pero está segura, está usted segura?"" ""Sí, señor..."" Fue un...,bueno...","MONTESINOS"
"El señor Julio Vera Abad","Al juez.","VERA ABAD"
"El señor Vladimiro Montesinos","Al juez, ""Oye hermano, ¿puedes venir?"" ""Si"", me dijo, ""... lunes creo que fue... ¿(?) de la señora?, ¿tú la puedes reconocer a la señora? ""Por supuestamente"", me dice, ""ha hablado conmigo como cuatro veces y ni (?). Así que entré con el juez, y le dije ""¿Ésta es la señora?"" ""Claro, pues, tu secretaria me dice, ""la que me ha entregado esta tarjeta. Usted le ha entregado esa tarjeta seño ra, al fulano de tal para su libertad y acá está el papel que usted me ha firmado . Entonces, la mujer agachó la cabeza y dijo ""Sí"". ""Usted está tomando mi nombre está haciendo tarjetas con mi nombre 'Secretaria del doctor Montesinos' y todavía cobrando plata, y menos mal que el juez era mi amigo pero ha podido ser otro juez de la Corte y puede decir: 'Sí, fulano, ¡qué tal desgraciado, me manda a la secre taria, sigue ganando la plata con influencias del Poder Judicial'"". Le dije ""Señora, eso (?) este problema (?) y yo le regalo aunque sea cien soles quinientos soles, lo que usted me diga, pero no me haga eso"", le digo, ""¿cómo se toma el nombre de que es secretaria del estudio y va donde los jueces a mencionar libertades, ejerciendo ilegalmente la abogacía y encima de eso me hace usted quedar a mi como una zapatilla? Menos mal me ha tocado una persona amiga mía, me ha contado y esto va a quedar acá"", le dije, ""pero que le sirva de experiencia, ya no haca otra vez esto, porque si no, tendría que denunciarla y mandarla a la cárcel"". ""Nc no, no, no, ya no lo vuelvo a hacer"". Bueno, te cuento esto como anécdota (?) es una de las mías que me pasan.","MONTESINOS"
"El señor Julio Vera Abad","Doctor, (?) la parte esta política (?) que existe el interés 1 ?","VERA ABAD"
"El señor Vladimiro Montesinos","Bueno, hay interés en esto por dos razones primero por que se dan de Hildebrandt (?) las Fuerzas Armadas, carajo.","MONTESINOS"
"El señor Julio Vera Abad","Ya, y con esto (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Por lo menos el día. Ahora, lo único que yo veo, ahora sí, hablando a calzón quitado, que va a haber ciertas oposiciones en el (?), van a pensar que es sumamente amplio, ése es el único, la única.","MONTESINOS"
"El señor Julio Vera Abad","Pero (?) va a haber iniciativas, va a haber situaciones (?)","VERA ABAD"
"El señor Vladimiro Montesinos","Claro, lógico. Entonces, hermano, yo lo digo con la confianza que tenemos de, de...","MONTESINOS"
"El señor Julio Vera Abad","Yo voy a demorar más o menos una semana todos este; días, pero antes del día el 31 yo debo haber llegado, porque no quiero verme involucrado con este tipo, quiero cortarlo, quiero recibirlo igualito que la vez pasadada. Quiero decirle a usted que (?) y los otros están de acuerdo que también (?) ¿ya? Ai que, por ese lado, usted sabe que... por el otro lado también los tengo agarrados pero por ese lado, como ve usted (?).","VERA ABAD"
"El señor Vladimiro Montesinos","No, claro, ése es una...","MONTESINOS"
"El señor Julio Vera Abad","Ahora, eso manejándolo bien para cualquier previsión que pudiera haber aparentemente, no sé (?) si lo maneja tranquilamente (?) está con todo, pues, ¿no?","VERA ABAD"
"El señor Vladimiro Montesinos","No, claro pues, un canal es, pues, un instrumento...","MONTESINOS"
"El señor Julio Vera Abad","Si yo... ustedes lo necesitan muy bien.","VERA ABAD"
"El señor Vladimiro Montesinos","Claro.","MONTESINOS"
"El señor Julio Vera Abad","Hay que moverse duro, y no... trabajar, pues, para morir ahogado en la playa, con todo el tiempo que se ha sacrificado ya, pues, lo hace por el país, sí, pero por usted (?) ir a Costa Rica pase lo que pase en este asunto.","VERA ABAD"
"El señor Vladimiro Montesinos","Así es, así sí, sí, sí.","MONTESINOS"
"El señor Julio Vera Abad","Pero quiero (?).","VERA ABAD"
"El señor Vladimiro Montesinos","Ya, don Julio.","MONTESINOS"
"El señor Julio Vera Abad","Gracias.","VERA ABAD"
"El señor Vladimiro Montesinos","Hasta luego.","MONTESINOS"
"El señor Julio Vera Abad","Hasta luego.","VERA ABAD"
"El señor Vladimiro Montesinos","¿Dónde están los tenientes?","MONTESINOS"
