El señor MONTESINOS TORRES.—	 ...conducir (?) de la nación, necesariamente tenía que decir: Vamos a solucionar los problemas y ya los elementos de asesoramiento y los elementos técnicos tendrían que establecer la línea de acción y las estrategias para poder cumplir esa misión. Y es así como fuimos elaborando una concepción que se llamó la “Estrategia de pacificación” para poder afrontar los dos, las dos variables de los problemas que tenían en ese momento, que eran: el flagelo del narcotráfico, que estaba en una alianza criminal con el terrorismo. Y en el campo económico se adoptó una estrategia para poder nuevamente insertarnos en la Comunidad Internacional, de manera tal de que el Perú volviera a recuperar la confianza en los organismos de crédito internacional y nos fueran nuevamente abiertas las puertas para entrar en la Comunidad Económica y poder empezar el despegue, después de estar en 5 y 10 años de atraso en el marasmo económico. La tarea no era fácil, evidentemente. Hoy día después de 8 años, ¿qué hacemos?, digamos, retrospectivamente hemos avanzado mucho, falta bastante; pero era simple decir: ¿qué hacer? Mejor me voy a mi casa, estoy más tranquilo y utilizar ese procedimiento de dejar de hacer, dejar pasar y que venga... Pero no, el señor Presidente es un hombre de decisiones y él adoptó esta voluntad de enfrentar el flagelo del terrorismo, del narcotráfico, salir del problema de la crisis económica, y para eso contó con el concurso de gente que estamos identificados con esos objetivos y esos ideales que él plasmó. La columna vertebral para poder salir de estos problemas necesariamente tenía que ser la Fuerza Armada porque en el país no había otra institución, no había otra organización ni ninguna agrupación que estuviera en condiciones de definir con nitidez lo que nosotros siempre hemos llamado “proyecto nacional por los objetivos nacionales o por los objetivos políticos del estado de gobierno”. Teniendo claramente definida lo que era el Perú en ese momento, cuál era el proyecto para poder sacar a la Nación del estado de estancamiento que se encontraba, implicaba la elaboración de una nueva concepción. Empezamos en ese trabajo y la Fuerza Armada en un primer momento se identificó con esos objetivos, y para eso fue necesario que esa decisión política tuviera un soporte, y ese soporte tenía que ser el marco jurídico. No podíamos actuar fuera del marco de la ley, pues estamos en una situación de vulnerabilidad y la única forma era diseñar un marco jurídico para enfrentar tanto el terrorismo como el tema del narcotráfico. Hemos hechos un aporte con la experiencia obtenida a lo largo de más de 20 años del ejercicio de la profesión de abogado con la condición de haber sido oficial del Ejército y haber tenido la suerte de, en alguna oportunidad en mi vida, tener como instructor y maestro al señor general de división don Julio Salazar Monroe, en esa época mi maestro, hoy día Jefe del Servicio de Inteligencia Nacional. En aquella oportunidad no solamente nos guiaba como alumnos, hoy día nos guía con la prudencia que lo caracteriza y que siempre lo ha caracterizado en su vida y que sirve de norte a quienes fuimos aquellos sus alumnos, hoy día sus colaboradores, sus amigos, nos ha servido para trabajar codo a codo con el señor general de división don Julio Salazar Monroe desde que se incorpora como Jefe del Servicio de Inteligencia Nacional y en esta tarea de poder brindarle al Jefe de Estado todos los insumos que requería un estadista para poder enfrentar los problemas que tenía la nación en el campo del terrorismo, en el campo del narcotráfico y el problema de la crisis económica y en la lucha política cotidiana que ustedes han conocido. La tarea no fue fácil, han sido días de trabajo, horas que hemos tratado de quitarle al sueño para poder dedicarlas a la labor. Y siempre hemos encontrado en los hombres de las Fuerza Armada y, particularmente, en los hombres de la Fuerza Aérea, en ese entonces el general Elesván Bello, nuestro Comandante General, que en ese momento trabajaba en la comunidad de inteligencia, un aporte desinteresado a la causa ésta de luchar y enfrentar el terrorismo. Todas las instituciones de la Fuerza Armada en forma mancomunada pusieron su cuota de sacrificio no solamente en los hombres que en el combate contra el terrorismo (2) dieron su vida, sino en la tarea de los hombres de inteligencia que en forma anónima también dieron su cuota de sacrificio. Los que trabajamos en los servicios secretos, somos personas que nunca nos gustan salir a la luz pública, nunca buscamos el reconocimiento, que nuestros nombres aparezcan en las calles ni tampoco buscamos como buscan los políticos esa inmortalidad de bronce, solamente buscamos; como siempre nos enseñó el general Salazar en la Escuela Militar, el reconocimiento del silencio a la misión cumplida, la satisfacción del deber cumplido de los hombres que hemos nacido en el seno de las Fuerzas Armadas. Ese es el norte que ha guiado mis acciones, ¿por qué? Porque me siento parte de la Fuerza Armada, parte del Ejército Peruano y por mi parte con ustedes desde muchos años, el destino en mí de lograr sacar el país adelante. Bien, hoy día hemos hecho y hemos visto el problema del terrorismo, es un problema estratégicamente superado, aún cuando estamos observando y de que nuevamente Sendero Luminoso ha vuelto a las universidades después de que nuestras tropas han salido de las mismas, y están tomando nuevamente el control de la viviendas universitarias, de los comedores universitarios, lo cual es un indicativo de que próximamente volveremos a tener algunas acciones puntuales de terrorismo selectivo, que nos obliga a redoblar esfuerzos nuevamente para que este accionar de Sendero no genere una situación de peligro para el país. Es decir, trabajamos en la solución de los problemas nacionales sin motivaciones política sino solamente pensando en los destinos de la nación como país, o sea, pensamos en los problemas de Estado, y no en bajezas políticas como la oposición o como los sectores detractores de Gobierno de la Fuerza Armada, lo único que buscan es desestabilizar a nuestras instituciones tutelares, porque saben que en la unidad indestructible está nuestra fuerza en la medida que pretendan debilitarnos a nuestros (?) y lograran ellos su propósito. Felizmente como ayer ha expresado el señor comandante general, las palabras, que tuvo a bien a dar en el ágape donde estaba el señor Presidente de la República, dijo una frase muy importante. Hoy día nuestra Fuerza Armada está sólidamente cohesionada e integrada, y es eso lo que nos va a permitir a nosotros salir adelante en estos grandes problemas que tenemos. Hoy la coyuntura nos implica que la situación con el Ecuador, nosotros estamos hablando acá terreno de la privacidad, es una discusión sumamente difícil. No nos engañemos que la negociación diplomática va a tener resultados. Las palabras para la diplomacia son unas, la palabra para la realidad son otras. Aquí podemos hablar en lenguaje de la realidad y en la calle los periódicos tendrán que hablar, el lenguaje de la diplomacia que es el sinónimo del engaño, no del engaño a la opinión pública sino que así es la estrategia diplomática, que es la finta. Es lo mismo que en el tema de la operación Chavín de Huantar, en el que hubo la variable pacífica, es decir, agotar todos los medios posibles para lograr una salida pacífica, pero realmente sabíamos y éramos conscientes que la salida pacífica nunca se iba a dar, y entonces tenemos que agotar todo eso para llegar a la opción militar, que se empezó a preparar en abril. El tema del Ecuador no tiene otra salida que no sea la solución militar, de eso somos conscientes. Esta coyuntura a partir del 9 de agosto, básicamente nosotros como hemos comentado varias veces, entramos en un estado de emergencia, ¿y por qué estamos en un estado de emergencia? Porque en el Ecuador,  el gobierno electo no cuenta con mayoría ni en el Congreso, no va a tener la capacidad de poder mantener una continuidad en la conversación y hay un doble lenguaje entre lo que va a decir el poder político y lo que piensa la fuerza armada ecuatoriana, (3) ése desbalance nos va a nosotros a llevar a un estado tal en que después del 15 de agosto, en cualquier momento, vamos a entrar en operaciones. Siendo consciente de esto, la Inteligencia, bajo la conducción del señor General don Julio Salazar Monroe, venimos trabajando día y noche en tratar de obtener los elementos de juicio y proporcionar los insumos a nuestra Fuerza Armada, al Comando Conjunto, a los señores comandantes generales, al escalón político, alertando para que en el momento adecuado, como yo dijera en mis palabras, tengamos una Fuerza Armada expedita, y la Fuerza Aérea siempre está en condiciones para cumplir la misión como el arma de las decisiones. La guerra se definirá en el espacio aéreo y ustedes lo saben, es así. La Fuerza terrestre es una fuerza de complemento y el componente marítimo es un componente accesorio en las circunstancias actuales, pero el rol fundamental lo van a tener ustedes. Yo los conozco a cada uno de ustedes por los años que vengo trabajando en esta tarea y he seguido de cerca la trayectoria profesional y estoy sumamente convencido de que la Fuerza Aérea, nuestro comandante general y todos y cada uno de ustedes están a la altura de las responsabilidades para poder cumplir la misión que la Nación nos ha asignado constitucionalmente. Y si llega la hora de volver nuevamente a tener que esos valerosos pilotos de la Fuerza Aérea, esos bravos muchachos que van a manejar los aviones MIG, los Sukhoi y los otros aviones de combate, cumpliremos la misión siempre inspirados en Quiñones. Veo en el rostro de cada uno de ustedes la alegría y la satisfacción que después de muchos años se mantiene la tranquilidad de nuestra institución, y yo digo nuestra porque me siento parte de la Fuerza Aérea, hoy día, al tener el honor de esta condecoración, yo digo nuestra institución, estamos en mejores condiciones que hace dos o tres años atrás. En el futuro trataremos de mejorar esa situación para que nunca más se vuelva a repetir una situación y podamos llevar al país adelante. Solamente me queda decirles que yo les agradezco profundamente a todos ustedes, a mi amigo el General Elesván Bello, y muy particularmente a mi amigo, al señor General Julio Salazar Monroe, digo mi amigo.	MONTESINOS
"El señor		.—"	 Por supuesto.	SENOR
El señor MONTESINOS TORRES.—	 Porque ha sido mi maestro y hoy día jefe de la institución, pero fundamentalmente mi amigo de ayer, de hoy y de siempre. Muchas gracias por este momento.	MONTESINOS
Background	—Concluida la intervención del señor Vladimiro Montesinos Torres, los señores presentes realizan un brindis .	BACKGROUNDUNIDENTIFIED
El COMANDANTE GENERAL DE LA FAP, señor Elesván Bello Vásquez.—	 Aquí los generales están preocupados porque dicen que tú conoces a cada uno de ellos. (Risas.)	MONTES DE OCA
"El señor		.—"	 Lo bueno, lo bueno.	SENOR
El COMANDANTE GENERAL DE LA FAP, señor Elesván Bello Vásquez.—	 Trabajo nada más. (Risas)	MONTES DE OCA
"El señor		.—"	 Como todo lo bueno.	SENOR
El señor MONTESINOS TORRES.—	 Como dice Jesucristo, por el fruto los conoceréis. (Risas.)	MONTESINOS
El señor MONTESINOS TORRES.—	 Han trabajado bien , por eso. Es que en ocho años de estar en esta posición, pues uno va conociendo a los oficiales. Si nos ponemos hace ocho años atrás, todos ustedes tenían diferentes grados. Elesván era coronel, (?) era coronel. Vamos viendo siempre el desarrollo profesional, vamos envejeciendo un poco; el general Salazar sigue igualito. (Risas)	MONTESINOS
"El señor		.—"	 Tiene la fórmula.	SENOR
El señor MONTESINOS TORRES.—	 Nunca se amarga, siempre para sereno ¿ah? Ésa es la mejor fórmula, ¿ah? (Risas)	MONTESINOS
El señor MONTESINOS TORRES.—	 Ésa es la mejor fórmula.	MONTESINOS
"El señor		.—"	 Efectivamente, es un tipo que está...	SENOR
El JEFE DEL SERVICIO DE INTELIGENCIA, General de División EP Salazar Monroe.—	 No hay que quemar hígado.	MONTES DE OCA
"El señor		.—"	 ...permanentemente de buen humor.	SENOR
El señor MONTESINOS TORRES.—	 No por eso se (?) ¿ah?	MONTESINOS
"El señor		.—"	 No, eso es magnífico.	SENOR
El señor MONTESINOS TORRES.—	 En los momentos difíciles se mantiene siempre igual; ésa es la clave.	MONTESINOS
El JEFE DEL SERVICIO DE INTELIGENCIA, General de División EP Salazar Monroe.—	 La clave del éxito. (Risas)	MONTES DE OCA
"El señor		.—"	 La preocupación por parte de la mayoría de miembros, creo que el remedio va a ser peor que la enfermedad (4) (?).	SENOR
El señor MONTESINOS TORRES.—	 No, no, no. En realidad, ya yo he conversado con ellos.	MONTESINOS
El COMANDANTE GENERAL DE LA FAP, señor Elesván Bello Vásquez.—	 Él tiene que olvidarse que ya es SUNAT, ahora es Ministro de Economía (?).	MONTES DE OCA
El señor MONTESINOS TORRES.—	" Yo le dije ese día, fraternalmente le digo: ""Kouri, ya no eres cajero de banco, hermano. Tú ya has pasado a ser gerente de banco.”"	MONTESINOS
El COMANDANTE GENERAL DE LA FAP, señor Elesván Bello Vásquez.—	 (?) otra perspectiva.	MONTES DE OCA
"El señor		.—"	 Claro.	SENOR
El señor MONTESINOS TORRES.—	" Tú estás pensando como cajero: soles más, soles menos. No es así. Además, hay una cosa que es fundamental. Si yo quiero medir, te digo, ¿tú quieres medir el desbalance patrimonial y vas a comparar la declaración del año 97 con el patrimonio de la persona vas a encontrar un desbalance en el 100%. ¿Por qué? Me dice. Yo he comprado una casa el año 90 y la he ido pagando 91, 92, 93 con mis ingresos. El 97 esa casa vale —digamos— 300 y he declarado el 97 100. Entonces, tú me vas a ver un desbalance de 200. Vas a pedir, vas a pensar de que obviamente hay una situación de enriquecimiento indebido de la evaluación. Entonces, si tú me dices: ""voy a hacer una evaluación de los últimos cinco años de ingresos"" con lo que yo he comprado en los últimos cinco años sí puedes tu comparar proporciones. Pero no me puedes cobrar proporciones lo que has ganado en un sólo año que es el impuesto del 97 porque el patrimonio que tu has obtenido en toda la vida."	MONTESINOS
"El señor		.—"	 Claro.	SENOR
El señor MONTESINOS TORRES.—	 Eso es irreal ¿no es cierto? Ahora, la otra, la otra observación que yo le hago. Ahora se tiene que declarar de acuerdo a norma hasta la plata que uno tiene en la billetera, tiene que declarar hasta lo efectivo. Entonces, y lo que uno tiene el banco ahorrado. Si la Constitución establece el secreto bancario como una garantía de la persona, el secreto bancario solamente se levanta por orden del juez o por una comisión del Congreso que lo mandó a investigación. No, tampoco por el Congreso, arbitrariamente. O sea, se nombra una comisión investigadora y en esa comisión se acuerda apertura el secreto bancario y no le pide al contribuyente, sino le pide al banco. El contribuyente no tiene por qué meterse, no tiene porqué... cuando él tiene el derecho a negarle. La Constitución le garantiza mantener en reserva y él la puede mantener en reserva todo el tiempo que quiera y solamente le pueden quitar ese derecho si hay una orden judicial, que no la existe. Entonces, eso es inconstitucional. El otro tema. ¿Cómo es que tú alegas y dices de que solamente han declarado 840 contribuyentes y que hay 15 mil evasores y que yo voy a recuperar mil 200 millones. Y yo te voy a poner costo-beneficio. Dices que tú quieres recuperar 200 muy bien. No vas a recuperar 200, pero vas a perder 600 millones de dólares. ¿Por qué? Porque hay una ley que te permite la repatriación de (?) sin explicar el origen. Entonces, todo lo que han repatriado del 90 al 98 es porque tenían confianza y han traído los capitales. Entonces, ahora les pides a ésos, contrariando la ley, que no te preguntan ¿por qué has traído la plata? ¿cuál es el origen de esa parte? Ésa es una contradicción.	MONTESINOS
"El señor 		.—"	 Lógico.	SENOR
El señor MONTESINOS TORRES.—	 Entonces, ¿que va a ser... cuál es la conclusión?, ergo, que nadie va a traer un dinero más a partir de la fecha. ¿Por qué? Porque ya saben que si vienen acá, acá los van a obligar a declarar. El otro factor es en este momento ¿qué está haciendo la gente? En los hoteles han establecido la banca paralela clandestina. Yo voy y saco mi plata al exterior y ya no por el sistema bancario tradicional, sino por la banca clandestina , en el hotel los Delfines, en el Country Club (?) Va uno ahí y ahí hace su entrega su dinero en efectivo y ellos la sacan en avionetas hacia afuera la plata. Entonces, esto está generando el  establecimiento de una banca paralela informal...	MONTESINOS
Background	—Fin del Vídeo N.° 977. —Transcripción: miércoles 13 de junio de 2001.	BACKGROUNDUNIDENTIFIED
speaker	speech	DELGADO PARKER
Background	 Departamento de Transcripciones CONGRESO DE LA REPÚBLICA SEGUNDA LEGISLATURA ORDINARIA DE 2000 TRANSCRIPCIÓN DEL VÍDEO N.° 976 (Este vídeo continúa en el  Vídeo N.° 975) “CONDECORACIÓN AL DR. VLADIMIRO MONTESINOS TORRES POR LA FUERZA AÉREA DEL PERÚ” DEL 24 DE JULIO DE 1998 —El General FAP Vladimiro Montesinos se encuentra reunido con un grupo de oficiales de la FAP, realizan un brindis y dialogan muy amenamente. El General FAP. — (continuando)... (ininteligible) trámite de su pasaje (?)	BACKGROUNDUNIDENTIFIED
El señor MONTESINOS TORRES.—	 Es fácil de dirigirse, hizo memoria.	MONTESINOS
El General FAP.—	 Casualmente las declaraciones ahora último también, ahora ha visto las declaraciones, que de ninguna manera, Las Palmas prohibido puede usarse como alterno y ellos lo asumen como al modelo.	VERA
El General FAP.—	 Si ellos creyeran que puede usarse como alterno (?)	VERA
El General FAP.—	 No, pero él ya lo ha desestimado.	VERA
El General FAP.—	 ¿Quién?	VERA
El General FAP.—	 Matellini.	VERA
El General FAP.—	 ¿En base a qué?	VERA
El General FAP.—	 Por eso, porque ahí dice de que como se llama (?)	VERA
El General FAP.—	 En caso de una emergencia es preferible que el avión vaya a Pisco por seguridad.	VERA
El General FAP.—	 No, no, pero no es exacto, No, está pensando en los vuelos internacionales (?)	VERA
El General FAP.—	 Te digo lo que ha salido en el periódico.	VERA
El General FAP.—	 Ah, el periódico dice lo que quiere pero Matellini no ha dicho eso. (Risas)	VERA
El General FAP.—	 (?) El Chino lees.	VERA
El General FAP.—	 No, lo de Matellini (?)	VERA
El General FAP.—	 (?) No, ni hablar.	VERA
El General FAP.—	 Hay que saber leer.	VERA
El General FAP.—	 Difícil, difícil (?) y si quieren venir vengan.	VERA
El señor MONTESINOS TORRES.—	 El tema de Pucalpa es que (?)  Rodríguez Larraín que es casado con una de las hijas de (?) Vásquez que es abogado de Baruch Ivcher, obviamente por que El Comercio le ha dado una defensa (?)	MONTESINOS
El General FAP.—	 Bueno ahí está, ahí está. Bueno yo no lo quería decir, ya lo ha dicho el doctor. (Risas)	VERA
El General FAP.—	 Es cierto, eso es cierto, ah.	VERA
El General FAP.—	 Sí, porque uno a veces señala y no sabe por qué.	VERA
El General FAP.—	 Ahí está justamente la	VERA
El General FAP.—	 El nexo. (?)	VERA
El General FAP.—	 Estrés pues, estrés. (?) y el Presidente todavía (?)	VERA
El señor MONTESINOS TORRES.—	 No, el Presidente se acuesta 3, 4 de la mañana todos los días. 2 de la mañana me llama.	MONTESINOS
El General FAP.—	 (?) Él duerme en el avión.	VERA
El General FAP.—	 Claro.	VERA
El General FAP.—	 Por eso le gusta viajar, dice.	VERA
El señor MONTESINOS TORRES.—	 Llama a las 2 de la mañana y me dice: ¿Está usted despierto? No le voy a decir no, pues.	MONTESINOS
El General FAP.—	 Desde el segundo ring, el segundo ring.	VERA
El señor MONTESINOS TORRES.—	 Ah.	MONTESINOS
El General FAP.—	 Yo me acuerdo que un día (?) que vine, me llamó el doctor a las 2 de la mañana y me dice ¿Y qué haces? (?)	VERA
El General FAP.—	 Si, porque en realidad el tipo de trabajo es bravísimo.	VERA
El señor MONTESINOS TORRES.—	 En la noche se trabaja con mayor tranquilidad que en el día, porque en el día el teléfono.	MONTESINOS
El General FAP.—	 Claro.	VERA
El señor MONTESINOS TORRES.—	 A uno lo vuelve loco, en cambio en el día o en la noche ya a partir de las 10 de la noche ya paran las llamadas.	MONTESINOS
El General FAP.—	 ¿Usted sale a correr, hace gimnasia?	VERA
El señor MONTESINOS TORRES.—	 Sí, claro.	MONTESINOS
El General FAP.—	 ¿Pero de noche o de día?	VERA
El señor MONTESINOS TORRES.—	 No, de día. De noche no. Si no se puede la faja nomás, pues, estacionaria.	MONTESINOS
El General FAP.—	 Y la alterna.	VERA
El señor MONTESINOS TORRES.—	 La alterno, sí.	MONTESINOS
El General FAP.—	 Y la bicicleta, esa que (?)	VERA
El señor MONTESINOS TORRES.—	 No, esa fajita que hay.	MONTESINOS
El General FAP.—	 Claro.	VERA
El General FAP.—	 La prueba del esfuerzo físico.	VERA
El señor MONTESINOS TORRES.—	 Eso sirve para hacer la prueba del esfuerzo físico.	MONTESINOS
El General FAP.—	 La bicicleta que usa el doctor Valle Riestra. (Risas)	VERA
El General FAP.—	 (?) Duró una semana internado. Se acabó (?) Se fue temprano ¿No?.	VERA
El General FAP.—	 Ah (?)	VERA
El General FAP.—	 Se fue temprano (2) estábamos en la tribuna, él estaba atrás, le digo: “Doctor, pase usted adelante”. “No, atrás, más democráticamente”. (Risas.)	VERA
El General FAP.—	 Y no veía nada.	VERA
El General FAP.—	 No veía nada. Estaba así, en una posición de artista, increíble, caray.	VERA
El señor MONTESINOS TORRES.—	 Rod Hudson.	MONTESINOS
El General FAP.—	 Pero en la ceremonia inicial también, él era el único que estaba apoyado sobre la baranda en una posición como la de Víctor Raúl.	VERA
El General FAP.—	 Nos confesó que es pariente de Jorge Chávez.	VERA
El General FAP.—	 Sobrino.	VERA
El General FAP.—	 Tiene un montón de héroes parientes.	VERA
El señor MONTESINOS TORRES.—	 Ahora en el argot de la chismografía le han puesto ahora el nombre de “Arequipeño”, sí.	MONTESINOS
El General FAP.—	 ¿Por qué?	VERA
El señor MONTESINOS TORRES.—	 Porque dicen que del 15 de agosto no pasa. (Risas.)	MONTESINOS
El señor MONTESINOS TORRES.—	 Ayer me llamó un amigo me dice: “Oye, hermano, ¿lo has visto al Valle Riestra?” “No, no, sí, ya (?) hablado con él” “Dice que es arequipeño”, “¿Arequipeño?” “Sí, va a festejar su día el 15 de agosto”. “¿por qué?”, le digo. “Dice que ese día se va”. (Risas.)	MONTESINOS
El General FAP.—	 No aguanta ahí.	VERA
El General FAP.—	 Pasta de Aljovín.	VERA
El General FAP.—	 Son buenos para hablar (?)	VERA
El General FAP.—	 ¿Ah?	VERA
El General FAP.—	 De Aljovín.	VERA
El General FAP.—	 Pasta de Aljovín.	VERA
El General FAP.—	 Aparte, sabes que Valle Riestra es un tipo que el ritmo de trabajo que él presenta no lo va a aguantar.	VERA
El General FAP.—	 No.	VERA
El General FAP.—	 No, dice “a las 9 de la noche nadie me molesta” (?)	VERA
El General FAP.—	 A las 9 de la noche se iba a acostar.	VERA
El General FAP.—	 No me interesa el teléfono dice a las 9 de la noche.	VERA
El señor MONTESINOS TORRES.—	 No, no , no aguanta.  Es un tipo que está acostumbrado al Congreso. A otra vida para ir a hablar media hora y después descansa tres días.	MONTESINOS
El General FAP.—	 Claro.	VERA
El General FAP.—	 (?) Nos contaba ayer que había estado en las Baleares, 10 días en las islas Baleares.	VERA
El General FAP.—	 En Mallorca.	VERA
El señor MONTESINOS TORRES.—	 En Palma de Mallorca. No aguanta.	MONTESINOS
El General FAP.—	 Bicicletas (?) ha llevado bicicletas a España.	VERA
El General FAP.—	 Así es.	VERA
El señor MONTESINOS TORRES.—	 Un cargo de esta naturaleza es bien difícil.	MONTESINOS
El General FAP.—	 El de él.	VERA
El General FAP.—	 Claro.	VERA
El General FAP.—	 Él de él que tiene que liderar ahí las 24 horas.	VERA
El señor MONTESINOS TORRES.—	 No, no tiene condiciones.	MONTESINOS
El General FAP.—	 No, ni hablar.	VERA
El señor MONTESINOS TORRES.—	 Ha visto su pase ah, que yo soy defensor del hábeas corpus y del amparo” el hombre de Huaycán vive sin hábeas corpus. (Risas.)	MONTESINOS
El señor MONTESINOS TORRES.—	 Ni los abogados se expresan.	MONTESINOS
El General FAP.—	 Los abogados.	VERA
El señor MONTESINOS TORRES.—	 Claro, pues, la realidad es.	MONTESINOS
El General FAP.—	 Se ayuda bastante con la prensa	VERA
El señor MONTESINOS TORRES.—	 Frente al tema del “papeo”, el hábeas corpus qué interesa.	MONTESINOS
El General FAP.—	 Claro.	VERA
El General FAP.—	 Claro.	VERA
El General FAP.—	 Se ayuda bastante con la prensa.	VERA
El General FAP.—	 Claro.	VERA
El General FAP.—	 Le gusta.	VERA
El General FAP.—	 El día que se metió con los universitarios (?)	VERA
El General FAP.—	 Su chancacazo.	VERA
El General FAP.—	 Su chancacazo.	VERA
El General FAP.—	 Le pintaron la cara (?).	VERA
El General FAP.—	 El día que salió con los universitarios (?)	VERA
El General FAP.—	 Le pintaron (?)	VERA
El señor MONTESINOS TORRES.—	 No, además, el primer día que salió se tiró contra el Ecuador (?)  una nota de protesta (?)	MONTESINOS
El General FAP.—	 Claro.	VERA
El señor MONTESINOS TORRES.—	 Qué había puesto esas declaraciones, el Embajador de (?) hizo una  nota de protesta formal. Porque ya él no habla pues a título personal ¿no?	MONTESINOS
El General FAP.—	 Claro.	VERA
El señor MONTESINOS TORRES.—	 No, pues, que es una cosa (?)	MONTESINOS
El General FAP.—	 Después se tuvo que rectificar.	VERA
El señor MONTESINOS TORRES.—	 Claro, pero vio la nota de protesta del gobierno (?) vio, pues, que había metido las cuatro. Entonces, pidió disculpas, que retire...	MONTESINOS
El General FAP.—	 Hace quedar mal, pues.	VERA
El señor MONTESINOS TORRES.—	 Es que él habla con el criterio de Congreso: “Retiro las frase”, dice. (?)	MONTESINOS
El General FAP.—	 Señor Presidente retiro la frase. (Risas.)	VERA
El señor MONTESINOS TORRES.—	 Yo tiro un bombazo y después “no, retiro la bomba” ¿no? (Risas.)	MONTESINOS
El señor MONTESINOS TORRES.—	 Le han puesto el nombre de “Sultán”, dice	MONTESINOS
El General FAP.—	 ¿Por qué?	VERA
El señor MONTESINOS TORRES.—	 Es buen preservativo. (Risas). Ah, claro. Hizo su informe me decía ¿Dónde está Sultán?	MONTESINOS
El General FAP.—	 Sultán. (?) (Risas.)	VERA
El General FAP.—	 La última. A Martha Chávez le dicen “Viagra”	VERA
El señor MONTESINOS TORRES.—	 ¿Viagra?	MONTESINOS
El General FAP.—	 Viaja Gratis. (Risas.) (3) (Risas.)	VERA
El General FAP.—	 Se jaranea todavía, viaja gratis.	VERA
El General FAP.—	 Pero, ella le contesta y se pone brava,	VERA
El señor MONTESINOS TORRES.—	 Me defiende.	MONTESINOS
El General FAP.—	 Usted sabe lo que significa viagra.	VERA
El señor MONTESINOS TORRES.—	 No, no, no.	MONTESINOS
El General FAP.—	 Viejas agradecidas. (Risas.)	VERA
El General FAP.—	 Qué es esto.	VERA
El señor MONTESINOS TORRES.—	 Lo remeda a Saucedo. (Risas) Eso es (?).	MONTESINOS
El General FAP.—	 Yo le decía, la vez pasada que estaba la Schenone la buscaba, ahí está justamente le digo. (Parte testada).	VERA
El General FAP.—	 Con la ministra Schenone. Estaba junto la Ministra Schenone a un lado y.	VERA
El General FAP.—	 La gorda.	VERA
El General FAP.—	 La Merino, la Beatriz Merino al otro lado.	VERA
El señor MONTESINOS TORRES.—	 Como él es vivo, para cualquier lado no hay problema. (Risas.)	MONTESINOS
El General FAP.—	 Tengo vuelto, tengo vuelto.	VERA
El señor MONTESINOS TORRES.—	 15 de agosto también. (Risas.)	MONTESINOS
El General FAP.—	 Todavía un poquito.	VERA
El señor MONTESINOS TORRES.—	 De agosto	MONTESINOS
El General FAP.—	 Había una gran afluencia de turistas americanos, ahí en Camaná.	VERA
El General FAP.—	 Ah, caramba en Camaná. (Risas.)	VERA
El General FAP.—	 Entonces, le recomiendan a un farmacéutico que pudiera hablar en inglés para que pueda atender a los americanos, cuántas veces hablé con él inglés, ah ya, dice, es un paisano, me llamo Gonzalo. (Risas.)	VERA
El General FAP.—	 Camaná, no.	VERA
El General FAP.—	 Se necesita pintor experto, se pinta acá solicita. (Risas.)	VERA
El General FAP.—	 Cebichería Pollo Gordo.	VERA
El General EP.—	 El Pollo Gordo.	VERA
El General FAP.—	 Cebichería Pollo Gordo,. (Risas.)	VERA
El General FAP.—	 Pero, ya no, es más burro que la patada el pobre.	VERA
El General EP.—	 En el Aeropuerto aquí hay un campo de aterrizaje, ahí en la Moneda ha hecho una Capilla, al costadito hay una bonita Capilla. Tranquilo, para confirmar los vuelos (Risas.)	VERA
El General FAP.—	 En esa capilla dice y por eso llegaron unos (?) para los camanejos dice: “Prepara té”, Cristo llegará pronto. (Risas.)	VERA
El señor MONTESINOS TORRES.—	 Con las hostias blancas. (Risas.)	MONTESINOS
El General FAP.—	 Todas usan botas.	VERA
El señor MONTESINOS TORRE.—	 Ah,	MONTESINOS
El General FAP.—	 Las mujeres usan botas. Porque las devotas van al cielo, ha dicho el Papa. ( Risas.)	VERA
El General FAP.—	 Ah, las devotas.	VERA
El General FAP.—	 Si, las devotas van al cielo.	VERA
El General FAP.—	 Ahora llega el champagne dice que estaba con la enamorada en su departamento y le contaba a la enamorada, que el día anterior había estado caminando por la playa encontró una botella y salió un genio, salió un genio y le dice (?) yo siempre he querido tomar un champán, está bien le dice el genio, cuando llegues van a tomar champán (?) entonces yo agarré y me serví un vasito pues (?), cuñado, riquísimo, a ver, le dice, trae una copita para tomar un champán. (?) No, tu toma de a pico. (Risas.)	VERA
El General FAP.—	 Qué buena.	VERA
El General FAP.—	 Ese chiste me lo contó el gran (?)	VERA
El General FAP.—	 (?) el negro va a venir	VERA
El General FAP.—	 Dice que lo llaman pues al (?) mozo ven que tengo dos c.... Oye cojudo quédate uno porque mi mujer está en la mesa. (Risas.) (4)	VERA
El General FAP.—	 Buen chiste.	VERA
El señor MONTESINOS TORRES.—	 Calladito se ha quedado. (?)	MONTESINOS
El General FAP.—	 El de Judas cuenta. El de Judas.	VERA
El General FAP.—	 El de las confesiones. De las confesiones. Una chica va donde el curita y le dice: “Padre, sabe que yo y mi novio y se tapaba. El curita que conocía de esas cosas le dice “¿Han hecho alguna cosa (?)”, le dice: “Sí, padre”. “¿Te ha violado?” “No, no (?)” (Risas.)	VERA
