id,text,speaker_std,file_id
24185, Así es. (Risas.),MONTESINOS,5
24186," Lamentablemente, no me cumplieron la instrucción. Así que cuando le ofrecieron hace unas dos semanas atrás, ya la cosa estaba muy llana. Pero yo hablé con él y le hablé a nuestro embajador.",SERPA,5
24187, Ya.,MONTESINOS,5
24188, Pancho Pérez Walker lo conoce de niño.,SERPA,5
24189, Ya.,MONTESINOS,5
24190," Y como todos son del ambiente, medio cosa, y eso del ambiente social, le pedimos formalmente que sacaran un editorial y El Comercio tuviera una actitud distinta, cosa que felizmente hizo hace 48 horas atrás.",SERPA,5
24191, Ya.,MONTESINOS,5
24192," Ésa es la historia. Ahora, a mí lo que me interesa mucho —yo quiero hablarle con mucha franqueza, doctor— son dos cosas que me interesan: sus visiones, su consejo y su apoyo.",SERPA,5
24193," Bueno, desde luego que estamos acá precisamente para eso, conversarlo, para escucharlo. Porque, en primer lugar, tener la oportunidad y la suerte de conocerlo. Borobio me había hablado de usted. Ya conozco, por los antecedentes, de la trayectoria no solamente personal, sino empresarial de ustedes, no solamente en el Perú, sino en vuestro país, a quien yo tengo bastante admiración por Chile y en especial por el General Pinochet.",MONTESINOS,5
24194," Los mandos castrenses chilenos que yo tengo la suerte de tener yo —no el grupo— una relación personal y familiar con los tres comandantes en jefe durante el General Pinochet, el general y (?) el nuevo comandante en jefe de la Armada, el Almirante Arancibia.",SERPA,5
24195, Así es.,MONTESINOS,5
24196, Almirante. Créame que también hay gran respeto y admiración por lo que ustedes han hecho en el Perú.,SERPA,5
24197," Bueno, entonces, esta oportunidad de conocerlo me ha permitido de cerca saber el punto de vista de ustedes porque una cosa es lo que aparece en los medios, otra cosa es lo que dice el señor Andrade y otra cosa es conocer también el punto de vista. Aunque ahora tengo una idea bastante clara y, en ese sentido, créame que estamos con ustedes y estamos para...",MONTESINOS,5
24198," Muchas gracias, muchas gracias. Yo pido nomás que justicia, no pido más que eso, yo no le voy a pedir nada que se aparte... Se han dicho sólo falsedades. Se ha dicho que no presentamos estudio medioambiental. Falso. El año 96 cuando llegamos por primera vez a Chorrillos le presentamos un estudio medio ambiental de una firma que se llama (?). No fue culpa nuestra que nos enteramos tres meses después que no había pagado las cuotas, entonces, no podía dar informe. Pero no quita validez el informe que no haya pagado la cuota del colegio o del Inrena, porque nos pidieron un informe Inrena. Perdón, contratamos a SGS para que nos hiciera otro estudio, tenemos dos estudios de medioambiental. Después fue uno a Inrena, lo cual no es legal. La ley decía y dice hasta el cambio en noviembre...",SERPA,5
24199, Así es.,MONTESINOS,5
24200," ...que sólo se presentaba, no que se esperara aprobaciones específicas. Pues bien, (6) la doctora Elva Gómez aprobó el estudio, en setiembre salió una extraña resolución, se arma todo este follón político agitado por Andrade y sus acólitos.",SERPA,5
24201," No, pero el hombre clave de ahí, el cerebro es Blume Fortini, Ernesto Blume es el abogado que va direccionando esto.",MONTESINOS,5
24202," Pero claro, porque he podido detectar que está haciendo hincapié en dos o tres cosas. Uno que nosotros no cumplimos con las normas legales. Porque su gran slogan es: “Queremos la inversión extranjera, pero hay que cumplir con la ley”.",SERPA,5
24203," Claro, pero eso es una falacia pues.",MONTESINOS,5
24204, Esa es una falacia que se va a demostrar punto por punto y después nos mete lo de la zonificación.,SERPA,5
24205, Así es. Que es un elemento complementario para poder apuntalar la primera premisa.,MONTESINOS,5
24206," Usted debe saber mejor que yo, que lo decía el General Ibáñez. Nosotros antes de comprar el terreno, usted comprenderá que este conglomerado, podemos ser de repente  tontos, incautos o imbéciles, pero no siempre. Antes de comprar un terreno lo primero que preguntamos es si era industrial.",SERPA,5
24207, Así es.,MONTESINOS,5
24208," Nos contestan por escrito de que la zona donde estamos comprando el terreno es I-2, por lo tanto es industrial. A continuación cuando compramos el terreno le colocamos la cláusula suspensiva y nos vamos a la Municipalidad de Lima y le preguntamos si la fábrica de pastas y Molino para hacer semolina y fideos, es industria liviana que es I-2, nos contesta por escrito el señor Juan Bautista Bardelli que sí y ahora viene a decir que no.",SERPA,5
24209, Contradiciendo  sus propios documentos.,MONTESINOS,5
24210," Además que de acuerdo a la norma nosotros somos industria liviana y le quiero agregar: Nicolini, Alicorp, La Fabril, Molitalia y le podría nombrar muchas otras compañías, están todas ubicadas en zonas I-2.",SERPA,5
24211, Así que no hay fundamentos para…,MONTESINOS,5
24212," Les puedo armar un escándalo con los planos, eso denota además de ignorancia, mala fe.",SERPA,5
24213," Ahora, la parte administrativa básicamente ya casi está agotada, ¿no es cierto?, porque ya ustedes han presentado la reconsideración ahí",MONTESINOS,5
24214," El pobre Ruiz de Somocurcio, que es un buen hombre, pero muy incauto —escúseme que use esa expresión—, me llama y me dice: Gonzalo, por qué no insistes, manda una carta diciendo que te den la habilitación urbana definitiva, si eso fue lo que acordamos y se aprobó en el concejo, pero no queremos hacerlo porque nos pueden trabar el proceso judicial, no ve que si entramos a la máquina de él...",SERPA,5
24215, Se quedan amarrados.,MONTESINOS,5
24216, Nos quedamos amarrados ahí.,SERPA,5
24217," Mira yo tengo bastante experiencia en el asunto, en este trámite de los procedimientos judiciales. Normalmente uno para recurrir al Poder Judicial en el Perú o en Chile tiene que haber agotado la vía administrativa, si no ha agotado la vía administrativa, entonces el Poder Judicial va a decir: señores, le admito, le tramito, pero resuelvo de que eso habiéndose agotado las vías previas, cumpla con ese trámite y después venga a mí. Pero hay una salvedad en la ley que dice: cuando el agotamiento de las vías previas haga irreversible el daño, entonces uno puede soslayar esa acción precautelatoria administrativa y recurrir al Poder Judicial. Porque si yo la agoto puedo salir perjudicado y entonces la ley me da la posibilidad de ir al Poder Judicial para que restablezca mi derecho. Entonces, felizmente Quiroga y Valle Riestra son personas suficientemente hábiles como para haber votado así.",MONTESINOS,5
24218," Fíjese, que además, por añadidura, el 2 de enero, la comisión de la Municipalidad de Lima nos notifica que nos deja sin efecto todo, la licencia de construcción, donde visa los planitos; porque nosotros teníamos la llamada licencia de construcción provisional.",SERPA,5
24219, ¿La acción la han presentado hoy día o ayer?,MONTESINOS,5
24220, Hoy.,SERPA,5
24221," Ah, hoy día, yo necesitaría una copia de eso.",MONTESINOS,5
24222, Perfecto.,SERPA,5
24223, Que me hagas llegar una copia de la demanda.,MONTESINOS,5
24224," Dígame una cosa. Yo les he hecho una descripción de que esto se desarrolla en tres campos específicos, en el campo industrial, el campo político y el campo de la opinión pública.",BOROBIO,5
24225, Así es.,MONTESINOS,5
24226," Dentro de lo que es el campo político, yo entiendo que...",BOROBIO,5
24227," Ahí está el señor Camet, va a dar el apoyo.",MONTESINOS,5
24228," Va a intervenir Nicky, también.",SERPA,5
24229," Pero dentro del campo político que está muy ligado a la parte de la opinión pública y esto es para aconsejar a Gonzalo, el tema para aglutinar fuerzas en el Congreso, ¿es conveniente?",BOROBIO,5
24230," Bueno, por eso, acá hay una cuestión que es importante que le hable yo con la franqueza que usted me ha hablado.",MONTESINOS,5
24231," Por supuesto, doctor, yo le voy a hablar siempre con franqueza. (7)",SERPA,5
24232," Claro, y, obviamente, esa franqueza conlleva a una reserva de mi parte y de la suya.",MONTESINOS,5
24233, Absolutamente de acuerdo.,SERPA,5
24234," Mi sugerencia, mi consejo, usted lo toma o lo deja...",MONTESINOS,5
24235, Perfecto.,SERPA,5
24236, Es que no trabaje con el señor Vicente Silva ni con el señor Yoshiyama.,MONTESINOS,5
24237, Perfecto.,SERPA,5
24238," Entonces, partiendo de esa premisa, en lo personal, conmigo cuente usted con todo mi apoyo.",MONTESINOS,5
24239," Me queda clarísimo, doctor, y yo le quiero aclarar...",SERPA,5
24240," Lo que estoy diciendo, por eso le estoy diciendo, como se dice en mi país ""a calzón quitao"".",MONTESINOS,5
24241," Y yo le contesto como se dice en mi país ""a poto pelao"", que es bastante más vulgar, pero es igual ¿no es cierto? y que al señor Yoshiyama yo jamás lo contacté, me lo trajo este señor...",SERPA,5
24242," Claro, lo trajo Vicente Silva. Pero, claro, le viene a ofrecer la palabra del Congreso.",MONTESINOS,5
24243," Ahora, claro.",SERPA,5
24244, Eso lo podemos manejar de otra forma sin necesidad de él.,MONTESINOS,5
24245," Okey, perfecto.",SERPA,5
24246," Entonces, usted tiene las coordinaciones conmigo o con el señor Primer Ministro o con el mismo señor Camet; y, bueno, ya vemos cómo manejamos el tema.",MONTESINOS,5
24247, Yo normalmente he usado en mi relación con el gobierno al ministro Camet.,SERPA,5
24248," Claro, pero tiene usted ahora conmigo, a través del señor Borobio, una vía de comunicación, de acceso directo al Presidente.",MONTESINOS,5
24249," Muy bien, muchas gracias.",SERPA,5
24250, ¿No? Entonces...,MONTESINOS,5
24251," No, yo le pido derechamente, oiga, su apoyo y el del Presidente en todos estos frentes: en el frente político, en el frente de los tribunales, porque como tenemos que hablar con confianza.",SERPA,5
24252," Sí, sí. Bueno, en el frente de los tribunales...",MONTESINOS,5
24253," En mi país uno va por ahí con toda la justicia, pero uno tiene amistades, influencias legítimamente en los tribunales.",SERPA,5
24254," Bueno, yo le voy a contar una anécdota. En el Perú dicen, es un dicho peruano, dicen: ""Dios me libre de la mujer boliviana y de la justicia peruana."" (Risas.)",MONTESINOS,5
24255," Es bien cierto ¿ah? Yo que trabajé un año con Banzer en Bolivia te puedo decir que lo de la mujer boliviana..., es verdad. (Risas.)",BOROBIO,5
24256," Bueno. Entonces, con esa experiencia; además como yo soy del gremio, así que no sea una crítica a mis colegas, en todo caso una autocrítica. Está usted en buenas manos, que es Valle Riestra y Quiroga. Con Valle Riestra tengo una íntima amistad, es mi amigo.",MONTESINOS,5
24257," Claro, yo la verdad...es un personaje, bien entretenido como persona.",SERPA,5
24258," Sí, sí, es un hombre folklórico ¿ah?",MONTESINOS,5
24259," Claro, en el esquema mío: mapochino. Los mapochinos somos menos...",SERPA,5
24260, Histriónicos.,BOROBIO,5
24261," Histriónicos. Pero la verdad que él maneja esto y cuenta y además habla el francés fantástico, porque yo me deleito mucho cuando lo escucho nombrar a SGS, yo digo SGS, él dice la Société...",SERPA,5
24262, Las Société Générale de Surveillance.,BOROBIO,5
24263," Yo he averiguado un poco, es un personaje bastante notable en su vida personal, un hombre que ha aguantado ciertas épocas duras en su vida. A mí me parece además como persona muy estupenda y muy abierta, porque a mí me preguntó, por ejemplo, la primera vez que salió en televisión, me dijo: ""Gonzalo, ¿qué le pareció?"" Yo le dije: “Para serle franco, en mi perspectiva uno tiende a ser más puntual, ¿no es cierto?, hay que decir estos pasos, usted maneja y si funciona es lo único que vale la pena. Así que estamos muy contentos.",SERPA,5
24264," En el campo político el señor Camet va a dar el apoyo, el señor Primer Ministro, haremos conocer, yo le transmitiré lo que hemos conversado con usted al señor Presidente, se hará un pequeño memorándum y yo creo que de ahí como hablaba bien los tres planos. Tiene usted el apoyo político. En el campo legal, en lo personal yo se lo daré...",MONTESINOS,5
24265, Muchas gracias.,SERPA,5
24266, Conozco bastante el tema. Voy a preguntar ahorita qué juez tiene la demanda de ustedes.,MONTESINOS,5
24267,"—El señor Montesinos Torres hace una llamada telefónica. Sale de escena, pero sigue en la sala.",BACKGROUND,5
24268," Claro, porque entiendo que son dos.",SERPA,5
24269, Percy Escobar y el otro...,MONTESINOS,5
24270, Exacto.,SERPA,5
24271, ¿Percy Escobar?,BOROBIO,5
24272," Sí, sí.",MONTESINOS,5
24273," Vladimiro, voy al baño un segundo.",BOROBIO,5
24274,—El señor Borobio se levanta con dirección a los servicios higiénicos.,BACKGROUND,5
24275," Sí, ahí tienes.",MONTESINOS,5
24276, ¿Acá tienes?,BOROBIO,5
24277, Sí.,MONTESINOS,5
24278,"—El señor Montesinos Torres hace una llamada. Llama al doctor Solis y pregúntale que se comunique con el doctor Escobar y con el otro juez de derecho público, y que le pregunte de parte mía quién de los dos tiene la demanda de la empresa Lucchetti contra Andrade. Entonces, antes de proveer que conversen conmigo ¿ya? Entonces, me avisan ahorita.",BACKGROUND,5
24279, Veo que tiene las fotos de Chavín de Huántar. Ésta la vi yo en... (8),SERPA,5
24280,"—Los señores Gonzalo, Borobio y Montesinos como salen del lente de la cámara para observar fotos de la Operación de Chavín de Huántar no se puede identificar las voces en algunos pasajes.",BACKGROUND,5
24281, Pase por aquí.,MONTESINOS,5
24282, Veo que le gusta la música también.,SERPA,5
24283," Sí, sí, sí. Esto está orientado de izquierda a derecha.",MONTESINOS,5
24284, Tengo que confesarle una cosa.,SERPA,5
24285, Sí.,MONTESINOS,5
24286, (?) yo tenía muchas ganas de conocerlo.,SERPA,5
24287," Bueno. Esto empieza acá. Éste es el túnel, esto es antes del proceso de la Embajada donde estoy en el trabajo. Éste es el día de (?) justamente en el momento que yo tengo la información. Y ahí le estoy comunicando al Presidente de la República que se ha producido el momento y él da la orden. Entonces...",MONTESINOS,5
24288," De ahí hora ""H"".",SERPA,5
24289, De ahí vino las tres explosiones.,MONTESINOS,5
24290," Me acuerdo que estaba en una reunión y llega corriendo un ejecutivo y me dice, sale un spot en televisión diciendo que (?) para ver si hay noticias (?) está saliendo de que se está iniciando...",SERPA,5
24291, La operación.,MONTESINOS,5
24292, La operación.,SERPA,5
24293," Aquí tienes a la gente que sale por los túneles, sacan las banderas (?).",MONTESINOS,5
24294, Pero hay una cosa (?),DESCONOCIDO,5
24295, (?) están evacuando (?).,MONTESINOS,5
24296," Qué pena que haya muerto Valer, ah.",DESCONOCIDO,5
24297," Ah, sí, el comandante Valer.",MONTESINOS,5
24298,"—Suena el teléfono, al cual responde el señor Vladimiro Montesinos.",BACKGROUND,5
24299, Sí.,MONTESINOS,5
24300, (?) está  en la línea.,SERPA,5
24301, A ver pásame.,MONTESINOS,5
24302, Ya .,SERPA,5
24303, Aló.,MONTESINOS,5
24304," Sí, doctor, buenas noches.",DESCONOCIDO,5
24305, Quiero que te comuniques ahorita con Percy Escobar.,MONTESINOS,5
24306, Sí.,HERNANDEZ CANELO,5
24307, Y le preguntes si él tiene la demanda de la empresa Luchetti contra  Andrade.,MONTESINOS,5
24308, Ya.,DESCONOCIDO,5
24309," Llámalo ahorita por teléfono. Si la tiene él o la tiene el otro juez, ¿cómo se llamaba el otro juez?",MONTESINOS,5
24310, Martínez.,DESCONOCIDO,5
24311," Ya, si la tiene él o Martínez.",MONTESINOS,5
24312, Sí.,DESCONOCIDO,5
24313," Entonces, yo quiero saber quién de los dos la tiene, antes de que provean me lo traes acá porque yo quiero hablar con él.",MONTESINOS,5
24314," Ya, porque esto se ha interpuesto cuándo, doctor.",DESCONOCIDO,5
24315, Hoy día han interpuesto la demanda.,MONTESINOS,5
24316, Antes de que la provean.,DESCONOCIDO,5
24317," Antes que la provean quiero hablar con el juez, y lo traes acá.",MONTESINOS,5
24318," Ya, doctor.",DESCONOCIDO,5
24319, Llámame ahorita quién la tiene.,MONTESINOS,5
24320, Yo mismo le aviso.,DESCONOCIDO,5
24321, Ya.,MONTESINOS,5
24322,—El señor Vladimiro Montesinos cuelga el teléfono.,BACKGROUND,5
24323, El general Patiño era el jefe de las Fuerzas Especiales (?),SERPA,5
24324," Sí, sí.",MONTESINOS,5
24325," No, esta fuerza es la de armas (?)",DESCONOCIDO,5
24326, (?),MONTESINOS,5
24327, Vaya (?),DESCONOCIDO,5
24328, Vamos al otro lado.,MONTESINOS,5
24329, (?) para estar pidiendo (?).,DESCONOCIDO,5
24330, Después (?),DESCONOCIDO,5
24331, Ésta es la réplica de la residencia.,MONTESINOS,5
24332," Este está con cara de malo, está asustado.",BOROBIO,5
24333," (?) se ve que tiene el camino recorrido, se lo voy a decir.",SERPA,5
24334," Sí, sí, dígamelo.",MONTESINOS,5
24335, Se lo voy a decir.,SERPA,5
24336," Tengo acá, justamente, el libro de Luksic, ¿se acuerda?",MONTESINOS,5
24337, Sí.,SERPA,5
24338," Yo se lo regalaría a su padre..., pero.",MONTESINOS,5
24339, Con su foto.,SERPA,5
24340, Con las fotos.,MONTESINOS,5
24341, (?) una de las fotos ha salido señalando el libro.,DESCONOCIDO,5
24342, Tengo (?) en esta reunión (?).,DESCONOCIDO,5
24343, Todo su discurso.,MONTESINOS,5
24344," Qué quiere que le diga, me llena de orgullo, veo  que tiene una versión, pero yo para ser justo le voy a contar lo siguiente (?). Yo me he comprado todos los libros de la Guerra del Pacífico de Guillermo Thorndike.",SERPA,5
24345, Thorndike.,MONTESINOS,5
24346, Pero no he podido comprar uno. Había uno de ellos que no pude comprar.,SERPA,5
24347, Ahora yo tengo toditos los libros de (?) empezando por mi (?) que es geopolítica que creo que era coronel. Y saca su segundo libro que La Guerra de Tarapacá (?)  que lo saca cuando era jefe de Estado (?) en el año 72 (?).,MONTESINOS,5
24348, (?),HERNANDEZ CANELO,5
24349," Y ahí hay una introducción que me impresionó mucho. (?) por eso (?) mira quien lo ha puesto en la historia, llega a los hombres (?) vuelve a regresar. Entonces después de muchos años (?) reabre sus notas (?). Pasa el tiempo y regresa de general, de comandante de división, el general (?). Eso me impresionó grandemente, (9) te juro, porque te digo (?).",MONTESINOS,5
24350, (?) del otro lado por donde van a venir a través de (?),DESCONOCIDO,5
24351, También yo conozco todas esas historias porque el 11 de setiembre me enfrenté justamente (?),MONTESINOS,5
24352, (?),DESCONOCIDO,5
24353," Bueno, ya teníamos indicativos de cuando se produce la renuncia del General (?) una operación ya de desestabilización porque inclusive de ahí ya lo cambiaron al comandante (?), eso se llama el tancazo, el famoso tancazo. Me acuerdo que el 11 de setiembre estaba dando el golpe, ¿por qué? Porque ya estaba en el proceso de pacificación, en el acto preliminar para dar el golpe, para sacar a (?).",MONTESINOS,5
24354, En toda esta primera etapa (?).,DESCONOCIDO,5
24355," Bueno, y además hay una cosa, la famosa revista Punto Final, tengo ahí todas las revistas Punto Final de la época (?) que los marineros ya se rebelaban contra los oficiales (?). De Fidel Castro allá como el fue por una semana y se tiró un mes, todas estas cosas fueron buenas para que (?).",MONTESINOS,5
24356,"—Regresan a escena el señor Montesinos, Borobio y el señor Gonzalo.",BACKGROUND,5
24357, Y ahora le están tratando de aguar la fiesta al general ¿no?,SERPA,5
24358, Pero no van a poder.,MONTESINOS,5
24359, La verdad que él va a ir poco el Congreso.,SERPA,5
24360," No en realidad no, el Congreso para él es decorativo nada más.",MONTESINOS,5
24361," Él tiene su esquema armado, yo lo sé muy bien por mi relación de amistad muy grande con la familia, él tiene su casa en (?), tiene su guardia de seguridad y por eso se va a mantener en la Fuerza Armada en esta  (?) es infranqueable.",SERPA,5
24362," No lo va a abandonar jamás. Además la casa que él tiene ahí la conozco, es un manzana esa casa, él no se va a mudar de ahí, es una casa personal de él que parece una guarnición, hay un batallón ahí que le da seguridad.",MONTESINOS,5
24363," No, es impensable. Así que yo me siento muy feliz, pues, de escuchar de un hombre como usted este reconocimiento hacia lo que hizo el gobierno de la Fuerza Armada.",SERPA,5
24364," No, yo siempre me he metido profundamente identificado y además como estudioso de los fenómenos socio-políticos en América yo hice un seguimiento muy puntual del proceso.",MONTESINOS,5
24365," Claro, a usted le tocó esa época, usted estaba todavía en el Ejército ...",SERPA,5
24366," Yo estaba en el Ejército y como trabajaba como asesor del Primer Ministro y era un tipo curioso por los problemas que los políticos de América Latina teníamos con Bolivia, estaba el general Banzer de Presidente, en Chile estaba el general Pinochet, en Brasil teníamos al general vanguardista Pereiro, en Argentina estaba el general ...",MONTESINOS,5
24367, Videla,SERPA,5
24368, Videla.,MONTESINOS,5
24369, Jorge Rafael ...,SERPA,5
24370," Jorge Rafael Videla y luego estaba Velasco, entonces América Latina estaba llena de militares y entonces un poco que había que (?) los modelos políticos.",MONTESINOS,5
24371, Era una época tensa (?),SERPA,5
24372, Así es ...,MONTESINOS,5
24373, Usted sabe que en aquella época ...,SERPA,5
24374, Claro 75,MONTESINOS,5
24375, En que Velasco Alvarado era muy vinculado a Allende y (?) ideas,SERPA,5
24376," Así es, Vizquerra.",MONTESINOS,5
24377, Vizquerra.,SERPA,5
24378, Ahora yo me acuerdo mucho una anécdota el primer embajador que ustedes tuvieron en Cuba fue Edwars ...,MONTESINOS,5
24379," Jorge Edwars (?) muy entrenado, una persona muy grata ...",SERPA,5
24380, Me acuerdo mucho de eso.,MONTESINOS,5
24381, Que refleja el espíritu de la Marina y de la Fuerza Armada ...,SERPA,5
24382," Claro, eso yo lo sé. Digo, yo tuve la oportunidad de estar en Cuba y conversar con Fidel Castro. (10) Bueno yo fui como hombre de inteligencia, ¿no?, y me tocó en dos oportunidades. Entonces, nos contaba las experiencias que tenía y las conversaciones que tenía con Edwards que lo llevaron al principio, pensando que era una forma de jalar al Mercurio y al empresariado y después Edwards ha caído en persona no grata y bueno, ya lo declaran enemigo de la Revolución Cubana.",MONTESINOS,5
24383," Claro, es que, es que ...",SERPA,5
24384," Bueno, Edwards desnuda lo que es ...",MONTESINOS,5
24385," Lo desnuda en su perspectiva literaria, aunque políticamente era un hombre y es un hombre medio izquierdista.",SERPA,5
24386, Así es.,MONTESINOS,5
24387," Pero detesta más estas cosas literarias, lo mismo que Vargas Llosa. Porque yo le voy a contar una anécdota de Vargas Llosa.",SERPA,5
24388, Sí.,MONTESINOS,5
24389," Yo soy Consejero del Centro de Estudios Públicos. Entonces, cuando es la campaña.",SERPA,5
24390, ¿La del 90?,BOROBIO,5
24391," La del 90, en fin tan lejano esto, fundamentalmente aglutinados en su momento en torno a Hernando De Soto y su equipo.",SERPA,5
24392, Claro.,MONTESINOS,5
24393," Que tenía relaciones con el Centro de Estudios Públicos, sugiere que se invite a este pre candidato, que además las encuestas decían que tenían sesenta y tantos por ciento.",SERPA,5
24394, Llegó a sesenta y nueve.,BOROBIO,5
24395," Personaje bien curioso porque yo lo conocí en su época de izquierdista, arriba de un avión. Yo dije: ""este es medio sui generis"", porque durante todo el vuelo, desde Buenos Aires a Europa lo único que hizo fue, en la escala en Sao Paulo, pedir si lo podían pasar de Business a primera Clase, esa era su obsesión. Llegó, yo le escuché hablar y dije: “No, este hombre es un gran escritor, es un gran literato, pero es un mal político”.",SERPA,5
24396, No.,MONTESINOS,5
24397," Yo no pensaba, el señor Fujimori no estaba.., bueno, uno no conoce el esquema. Por eso cuando los inversionistas afuera, antes de esta marasma que estoy viviendo, que estamos viviendo, me preguntaba por qué la prensa aquí, los periodistas, —con todo respeto...—. Bueno, tú los conoces, además de ignorantes son normalmente resentidos igual que en mi país, medios zurdos.",SERPA,5
24398, Así es.,MONTESINOS,5
24399," Entonces, ¿qué mandan afuera?, encuestas de opinión. Esto es, el Presidente, el pobre Presidente, pa, pa, pa, llega ""Chavín de Huántar"" sube, después baja. Yo le digo por qué. Entonces, me dicen: ""pucha, qué va a pasar"", yo digo: “No, tengan fe, el proceso sigue y ojalá que exista la posibilidad de que este hombre se reelija”, ¿ya? No se confíen en las encuestas, no se olviden de que el Perú hay una inmensa masa de votantes de millones que no deben estar en las encuestas.",SERPA,5
24400, Así es.,MONTESINOS,5
24401," No deben estar en las encuestas, y yo recuerdo las encuestas que nadie daba un peso por este señor..,",SERPA,5
24402, Así es.,MONTESINOS,5
24403," ... por Alberto Fujimori. Ahora, obviamente es un tema que hay que trabajar y eso no soy yo, ustedes saben mejor como hacerlo, pero hay que destacar. Este país ha tenido un año 97 excepcional, el año 98 lo está empezando bien, a pesar de los problemas del ""Niño"". Yo anoche lo escuche circunstancialmente, las medidas que se han ido tomando.",SERPA,5
24404," Bueno, la prevención ha funcionado. Pero, nosotros hemos tenido el mismo problema el año 1983, cuando el señor Belaúnde era Presidente, y he visto un detalle muy simple. El nivel de lluvias en la zona de Piura llegó a 15 metros por centímetro cúbico y hubo inundación. Este año ha llegado a 95 de inundación, se ha incrementado el volumen de peso, pero la capacidad, ¿no?, de drenar y de las medidas preventivas han evitado eso, si no se hubieran tomado, imagínense el daño que hubiera pasado con 95 frente a 15, con 15 fue un desastre, porque sino más o menos 3 mil millones de dólares en daños al Estado el año 83, cuando y (?) de economía.",MONTESINOS,5
24405, E hizo caer 13% de la producción...,BOROBIO,5
24406, 14.,SERPA,5
24407, Ah 14.,BOROBIO,5
24408," Catorce punto... que de acuerdo al PGV* de hoy día, tenía 7 millones de dólares.",SERPA,5
24409, Así es. Para algún... el fenómeno del 83 y del 97; 98.,MONTESINOS,5
24410, Como el Presidente lo ha hecho bien ahora le echan solo ...,BOROBIO,5
24411, Son unos miserables.,SERPA,5
24412, Son unos delincuentes.,BOROBIO,5
24413, Así es.,MONTESINOS,5
24414," El pueblo es menos  tonto a veces de lo que uno cree, por eso hay que darle.., si la gente necesita pocas cosas.",SERPA,5
24415, Sí. (11),MONTESINOS,5
24416," Aquí, en Chile, en (?), pero muy poca cosa, quiere paz, quiere tranquilidad, quiere trabajo. El señor MONTESINOS TORRES.— (?) .",SERPA,5
24417," Miren, yo les aseguro que el problema de medio ambiente, siempre va a preocupar de darle fondo a los pueblos jóvenes que nos rodean. Ahora, nosotros tenemos nuestra capacidad, tenemos que tener la capacidad, el hecho de que yo me instale aquí, en una posibilidad de trabajo no directo, pero estoy indirecto, pero voy a traerle prosperidad a ellos.",SERPA,5
24418, Te cuento (diálogo). En el entorno a las plantas que ellos estaban construyendo.,BOROBIO,5
24419," Se han paralizado la construcción, pero...",MONTESINOS,5
24420," Ahora, es mentira que hemos puesto, perdón, la imbecilidad que dice Blume, con cosas prefabricadas.",SERPA,5
24421," Hay una gran molestia de los vecinos de clase C y D de Chorrillos, que en la fábrica, o sea, iban a vender sandwiches, o sea, vendían, una fuente, el desarrollo de industria era una fuente indirecta, entonces hay una gran molestia contra Andrade y que estaba siendo tratado como este miraflorino. El asunto de los Pantanos, los Pantanos fueron creados prácticamente por los vecinos de La Encantada, para no permitir el avance de la barriada.",BOROBIO,5
24422," (?) De ver quién es quien —digamos— nuestra gente, yo creo que es una prioridad de tratar de controlarlo, yo no sé con qué  y mantener a favor nuestro como ha sido hasta ahora a los dirigentes vecinales de los pueblos jóvenes, porque a la fuerza de la clase A y B, no es cierto, porque además allí está el Club de Golf, el Club de Golf no están controlando, de hecho nos pedían agua, pero si está encantada, Ramón Remolina, no sé cuántos.",SERPA,5
24423, Pero esos son imposibles de golpearlos.,BOROBIO,5
24424," Así es. Pero aquí –digamos- está claro, estamos por la vía del Poder Judicial es.",MONTESINOS,5
24425," (?). El doctor Andrade, la única manera, ni siquiera voy a conversar, los peruanos me sugerían de Chile y diga.",SERPA,5
24426, Acá no hay.,BOROBIO,5
24427," No, olvídate, aquí lo único que habría  bandera blanca éste señor, hasta las últimas consecuencias. Nos cuesta millones, millones de dólares.",SERPA,5
24428," Para que aprenda la lección, además.",MONTESINOS,5
24429," Quieren que le diga una cosa, que me meta en política interna, creo que sería funesto (?). El tipo que actúa así, con esta dosis de  responsabilidad, no puede ser responsable no darse cuenta de los efectos que puede tener con su patria.",SERPA,5
24430," Sí, sí. Tiene sus principios.",MONTESINOS,5
24431," Ahora, a éste hombre yo no sé quién lo ayuda, dónde está su soporte, mantener este tipo de cosas, yo nunca he querido ser mal pensado, no puedo creer que Dionisio que dé agua a este miserable, por lo demás ha hecho llegar dos, tres veces mensajes que no, de ninguna manera, me llama la atención, este señor que yo sepa tiene tienda de artículos de (?)",SERPA,5
24432, Así es.,MONTESINOS,5
24433," Como no va a estar indignado, inauguran el Jokey Plaza (?). Sin tener la habilitación urbana provisoria siquiera, en su local adentro, sin tener eso. Hay una serie de antecedentitos que hay que ir trabajando.",SERPA,5
24434," Sí, si,  parámetros y como actúan las ópticas diferentes.",MONTESINOS,5
24435," No, no, de discriminación, de saltarse la ley, sobre todo nos dice a nosotros que cumplamos la ley, él es el que no cumple la ley y eso hay que decirle. (diálogo).",SERPA,5
24436," El abogado, quiere decir que no conoce.",MONTESINOS,5
24437,"  (12) Bueno, eso fue lo que hablábamos el otro día, pues, que diga exactamente dónde está el... que no tendría la imagen...",BOROBIO,5
