row_id,speech,speaker_std,file_id
810," Eso es lo importante. El señor MONTESINOS TORRES.– Y eso está arrojando ahí. Porque, por ejemplo, ahora usted tiene una cosa bien positiva, el capital de las mujeres; hay que explotarlo...",KOURI,10
811, Definitivamente.,KOURI,10
812," Eso está saliendo ahí y eso tenemos que explotarlo, usted tiene que explotarlo bastante.",MONTESINOS,10
813," Explico. Eso tiene un lado sin duda positivo, aparte que ha habido una especie de rotura de esquemas porque lo que me indica la mayoría de gente, por lo menos de mi segmento social-económico, porque eso lo decimos con claridad, y un poco cuando iba con mi novia a un restaurante, a algún lugar, entendíamos que había un doble comportamiento. El segmento de clase A y B considera que mi candidatura es apresurada, es ambiciosa; y tercero que estoy de una manera en desproporción con las fuerzas que tiene Andrade, por lo cual es un suicidio. Un poco el planteamiento no sólo de lo que dice La República , sino lo que Mirko Lauer comenta en uno de sus  editoriales: quedar en un tercero o segundo puesto .",KOURI,10
814, Así es.,MONTESINOS,10
815," Sin embargo, los mozos que trabajan en los restaurantes tienen otro...",KOURI,10
816, ...tienen otro.,MONTESINOS,10
817," Totalmente diferente. Tome, señor Alcalde, tome asiento, por favor. Entonces, si yo tengo la percepción clara de cual es mi comportamiento de cada sector. Hoy estuve en el programa de...",KOURI,10
818," Sí, lo vi.",MONTESINOS,10
819, ... de Yuly Pinedo.,KOURI,10
820, Ahí uno se da cuenta cual es el...,MONTESINOS,10
821, Las señoras de asentamientos humanos...,KOURI,10
822," ...que están viendo el asunto, que son las tías pues.",MONTESINOS,10
823," Ya se está hablando con el lenguaje de la gente. Sin embargo, yo procuro ser lo más realista posible y tomar las cosas con claridad absoluta. Yo siempre cuando voy a, digamos, a una confrontación, sé de mis capacidades...",KOURI,10
824, ... las posibilidades y limitaciones.,MONTESINOS,10
825," ...y limitaciones. Frente a ello, yo creo que si las cosas se plantean en un esquema, digamos, tan sólo de mi propia fuerza o eventualmente del apoyo que pueda recibir, sea de manera directa o indirecta, no va a ser suficiente. O sea, estaríamos yendo a una derrota directa y contundente. Según mi apreciación, solamente hay dos posibilidades para que el tema se encamine adecuadamente.  Y  yo estoy lanzando mi candidatura con la suficiente antesala para ir midiendo las probabilidades. Una de ellas es, y se lo digo así con claridad y la pongo sobre el tapete, Andrade tiene una disyuntiva interna muy clara, él se siente Presidente; las encuestas lo favorecen. Y si Andrade tiene, con el natural costo político que hay que asumirlo, que es preferible asumirlo ahora que dentro de un año y medio, una ley que establece, o eres alcalde o eres candidato a la Presidencia, es arrinconarlo contra la pared. Es una tensión le digo, porque yo tengo también relación frecuente con el entorno de gente de Andrade.",KOURI,10
826, Lógico.,MONTESINOS,10
827," Hay gente que trabaja con Andrade que a su vez son amigos míos, y un poco que plantea las cosas, y me dicen: Alex, la única manera de arrinconar a Andrade es diciéndole, oiga, señor, o usted, pero con reglas claras ahora para que no digan que se aplicó retroactivamente la norma o que es irretroactiva frente a quien ya fue elegido en el proceso del 98.",KOURI,10
828, Tiene que ser antes de.,MONTESINOS,10
829," Antes de eso. Sacar la ley, la ley es clara.",KOURI,10
830, Todos aquellos que se presentan en ese proceso ya no podrán...,MONTESINOS,10
831," En el 2000 no va a poder postular. Entonces, planteamos con transparencia ahora. No le hemos quitado (ininteligible).",KOURI,10
832, Si el quiere ser candidato el 2000 tiene toda la opción de no presentarse a la alcaldía de Lima y lanzarse al 2000.,MONTESINOS,10
833," Pero plantearlo ahora, porque si se plantea ahora, se ve la transparencia por parte del gobierno  en el sentido de que las reglas son claras de juego. O sea, si Andrade quiere correr a las municipales...",KOURI,10
834, Entonces ya sabe...,MONTESINOS,10
835," ... sabe que va a las municipales. Y de mi caso no habría ningún problema frente a esa opción de Andrade de retirarme, dejarlo solo que gane las municipales ordinarias de buena fe.",KOURI,10
836, Claro.,MONTESINOS,10
837," Pero lo más lógico va a ser que Andrade va a decir: no, yo no puedo arriesgarme, y lo que voy a hacer es correr la Presidencia y decir que esa ley es anticonstitucional,  porque  establece una limitación no  contemplada en la Constitución Política del Estado y con ese motivo, obviamente...",KOURI,10
838, ... va a aparecer de víctima.,MONTESINOS,10
839," ... de víctima.  Entonces, y ahí paso al segundo tema. Entonces digo, esa opción me parece a mí que es contundente, real y directa, y creo que es una probabilidad efectiva para establecer una disyuntiva sobre una definición de Andrade. Porque, (6) ¿cuál es el planteamiento de Andrade? —y eso me ha sido a mí ya confirmado— él va a negar la Presidencia en todo momento.",KOURI,10
840, Claro.,MONTESINOS,10
841," Va a decir: ""No, no, no."" Y el último día a la última hora...",KOURI,10
842," Va a decir: ""Sí.""",MONTESINOS,10
843," Presenta una plancha electoral. Punto. O sea, en el año 99 o en el año 2000 en el mes de enero a febrero, cuando empiezan las inscripciones...",KOURI,10
844, Él presenta la plancha.,MONTESINOS,10
845, Presenta la placha y se acabó el problema. Y en ese momento sacar una ley o cuando ya fue elegido sería realmente un desgaste para la eventual confrontación.,KOURI,10
846, Así es.,MONTESINOS,10
847," Y se armaría, obviamente, un escándalo y los problemas que todos podemos (Ininteligible).",KOURI,10
848, Así es.,MONTESINOS,10
849," Eso se lo digo porque es una impresión personal que creo que es clara y directa, y es un tema sobre el cual se ha conversado y se ha dicho mucho, a tal punto que el diario El Chino el otro día lo planteó en una de sus recuadros.",KOURI,10
850, Así es.,MONTESINOS,10
851," Dijo: ""Todo hace prever que Andrade no se presentará porque (Ininteligible)"". Es un tema que estaba a soto voce; o sea, que ha sido ya conversado, que Andrade lo sabe y que en algún momento algún parlamentario de la mayoría los dejó filtrar. El tema se congeló; sin embargo, se sabe que esta ley va a existir.",KOURI,10
852, Ya.,MONTESINOS,10
853," Eso plantearía dos probabilidades: que Andrade postule a Lima, cosa que me parece improbable porque él sabe que en el 2005 ya no es su ocasión, es ahora o nunca; y la segunda, que no postule y que eventualmente endose su fuerza electoral en algún eventual candidato. No sé cuál sea la relación del Gobierno con la alcaldesa de San Borja o cuál pueda ser con otras personas ligadas a Andrade, pero son eventualmente los posibles candidatos que podría plantear como alternancia citando, digamos. Pero, sin duda, que es en este caso mucho más vulnerable ¿no? porque una cosa es confrontar con Andrade y otra cosa con alguien que es un alter ego.",KOURI,10
854," Claro. Además, la alcaldesa no tiene, no tiene, pues, la capacidad de movimiento que tiene Andrade ¿no? Es una mujer, yo ya la he tratado también a ella.",MONTESINOS,10
855, Tiene sus propias limitaciones.,KOURI,10
856, Así es. Es una mujer simplona.,MONTESINOS,10
857," Es un primer tema que se vio con claridad y es un tema que está definido a efecto de que con eso se hace la cosa de manera puntual. La segunda posibilidad —y que me parece que no es excluyente una de la otra— es la siguiente: en gran medida, la fuerza del electorado que tiene Andrade es un electorado solidario con él. A la gente no le interesa cuánta obra haya hecho yo, por una razón muy sencilla —dentro del esquema que habíamos conversado en una primera instancia, según mi evaluación— porque Andrade también ha hecho obras. Entonces, la gente dice: ""Preferible malo conocido que bueno por conocer"". Pero, en este caso, a Andrade lo consideran como un buen alcalde. Entonces, contrarrestar obra con obra eso va a ser eficaz.",KOURI,10
858, Claro.,MONTESINOS,10
859," Lo que tenemos que explotar más que la obra es la solidaridad. Entonces, ha llegado el momento, yo creo que propicio...",KOURI,10
860," Por ejemplo, ¿por qué usted no hace una cosa con esta cuestión de El Niño? ¿Por qué usted no organiza usted una teletón por El Niño o organiza usted una colecta pro víctimas del fenómeno de El Niño?",MONTESINOS,10
861, Podría ser. Me parece que es una opción que se podría manejar.,KOURI,10
862," Porque justamente allí está el tema porque Andrade ha politizado la candidatura ¿no? Usted no la está politizando, la está llevando al plano técnico, al plano vecinal, al plano del trabajo. ¿Él qué hace ahorita por Lima frente al problema de El Niño? Nada. Se va a Ecuador, sigue festejando Lima, vienen los huaycos y ni siquiera se va a uno de los sitios.",MONTESINOS,10
863, Yo le voy a preguntar —si lo permite— algo que lo he procurado madurar en estos días y que me parece algo más contundente por efectos del manejo político que se le puede dar. Y con eso matamos varios pájaros de un solo tiro.,KOURI,10
864, Ya.,MONTESINOS,10
865," Si nosotros logramos que algún parlamentario no tenga nada que; o sea, ni ningún tipo de presencia o ningún futuro que arriesgar, para ser más claros, de la mayoría, que plantee un proyecto de ley en el cual establece un fondo de contingencia frente al fenómeno de El Niño ¿me comprende?, en el cual establece de manera puntual que los recursos del canon aduanero estarán orientados a este fondo ¿me comprende? ¿Esto qué significa en la práctica? Que nos han quitado al Callao 140 millones de soles ¿correcto?",KOURI,10
866, ¿El canon aduanero?,MONTESINOS,10
867," Así es. Yo le puedo presentar un anteproyecto, si quiere.",KOURI,10
868," Claro, (Ininteligible).",MONTESINOS,10
869," Un anteproyecto, como le digo, eso es lo que deberían de presentar.",KOURI,10
870, Ya.,MONTESINOS,10
871," Entonces, ¿qué pasa? automáticamente presentan el proyecto y el Presidente del Congreso lo pone a debate.",KOURI,10
872, Ya.,MONTESINOS,10
873, Con aprobación de la comisión dictaminadora del Congreso.,KOURI,10
874, Ya.,MONTESINOS,10
875, El alcalde del Callao va a saltar hasta el techo.,KOURI,10
876, Ya.,MONTESINOS,10
877, Porque es una ley que nos afecta a los chalacos.,KOURI,10
878," Claro, (Ininteligible) víctima.",MONTESINOS,10
879, Entonces ¿que pasa?,KOURI,10
880, Sí.,MONTESINOS,10
881," Con esto logramos dos cosas: reorientamos la solidaridad de la gente frente al alcalde del Callao; y segundo, mantener mi distancia hacia el Gobierno.",KOURI,10
882, Ya.,MONTESINOS,10
883," Entonces, ¿qué pasa? planteado así el Congreso, mire usted, yo voy al Congreso a defender la posición del Callao. Eso me genera la prensa, me genera...",KOURI,10
884," Claro, imagen.",MONTESINOS,10
885, Imagen. Y que el Parlamento apruebe la ley en contra del Callao. Una vez aprobado pasa al Ejecutivo (7) y yo hago una movilización de tal magnitud que el Ejecutivo puede devolver la ley con observación.,KOURI,10
886, Solamente tiene quince días para observar la ley.,MONTESINOS,10
887," Claro, se lo explico. Mantenemos quince días el debate en el Congreso y 15 días por el tema en el Ejecutivo y durante un mes o mes y medio sin hacer campaña",KOURI,10
888, Levantando la imagen.,MONTESINOS,10
889," Asume una actitud distinguida, a diferencia de Andrade que llora y nadie le hace caso y que esta institución logre el objetivo que tenía y yo creo que es un término de distancia.",KOURI,10
890, De posesionamiento.,MONTESINOS,10
891, Significativo y si eso se plantea la semana próxima como proyecto de ley me permitiría todo el mes de febrero y parte de marzo (ininteligible) ,KOURI,10
892, Primero son los intereses personales.,MONTESINOS,10
893," Ya vemos como nos hemos posesionado si estamos ya por el 25, 30% y ahorita a mí lo que me interesa es la postulación. Lo que yo voy a necesitar no son hojas de prensa, yo prefiero ser indiferente a la prensa y hasta me pareció mentira que Canal 7 me haya golpeado con un asunto (ininteligible) Yo el martes convoco una conferencia de prensa y comienzo a moverlo y que el Presidente del Congreso me de una cita, voy, y que luego me cite la Comisión Permanente y voy a discutir la propuesta y que la Comisión Permanente apruebe (ininteligible) a pesar de que (ininteligible) sale en mi contra y me pongo los pantalones (ininteligible) (8) logramos que se observe y salgo diciendo, caramba, agradezco al Presidente, porque ha subsanado el error que ha cometido el Parlamento de la República de (ininteligible) ¿de acuerdo?",KOURI,10
894, Ya.,MONTESINOS,10
895," Con eso hemos logrado varias cosas y hemos limpiado, obviamente, el ambiente y lo enrarecido que está en este momento. Me permito comentarle eso des dentro de una especie de reflexión de esta primera etapa, pero le comento mucho, puntual, que es un problema que tengo que contar yo a muy corto plazo y que es uno de los efectos que difícilmente se puede preveer o presagiar, esto me va a ayudar mucho por una razón. Esto le va a ayudar mucho por una razón. El hecho de mi lanzamiento a la alcaldía de Lima me ha generado, como es lógico, preocupación, desconcierto, en algunos casos resentimiento de la gente del Callao. Se da en alguna forma muy...",KOURI,10
896, Diciendo nos abandona.,MONTESINOS,10
897," Diciendo caramba, Kouri nos está traicionando, por qué no se queda en el Callao donde ha hecho la gestión aceptable o relativamente aceptable y culmina una obra ya en ejecución entonces, esto me lleva a reivindicarme con mi gente.",KOURI,10
898, Claro.,MONTESINOS,10
899," Se lo digo porque (ininteligible) y eso tiene diversas connotaciones y elementos que debemos anotar, a tal punto (ininteligible) para que no se vea que esta lucha tiene un efecto político, yo estoy dispuesto a dejar mi candidatura al lado porque no me interesa. Primero es, justamente, la defensa del pueblo del Callao, eso lo ubica a uno dentro del filo popular porque el segmento que nos interesa es B hacia el C, A y B. A interesa lo más absoluto.",KOURI,10
900, Que piensen lo que quieran.,MONTESINOS,10
901, Tratando tú sabes C y B (ininteligible) y esa gente le gusta la gente de cojones.,KOURI,10
902, Claro que eso es así.,MONTESINOS,10
903, Punto.,KOURI,10
904, Así es.,MONTESINOS,10
905," Entonces dentro de esa lógica eso ayuda, ¿qué me ha traído este problema? Me ha traído dos problemas que ahí sí me he permitido traer unos documentos para pedirle su apoyo de ser posible.",KOURI,10
906, Ya.,MONTESINOS,10
907, La recaudación de la municipalidad.,KOURI,10
908, Ha bajado.,MONTESINOS,10
909," Es 30%, para ese es mi anuncio y lo que es más delicado. Los bancos que me daban ya sea sobregiro o avance de cuentas o apoyo me ha dicho, señor Kouri, cómo le voy a dar si la municipalidad nadie nos garantiza la capacidad de pago porque usted ya se va, ¿me comprende?",KOURI,10
910, Sí.,MONTESINOS,10
911," Esto me ha generado a mí un problema sumamente delicado, entonces yo no quiero que el gobierno me dé plata. A mí no me interesa, o sea, yo me puedo manejar con nuestros recursos.",KOURI,10
912, Ya.,MONTESINOS,10
913," O sea, yo le dije de un principio y me reafirmo aquí, yo no vengo a hacer mercantilismo de eso.",KOURI,10
914, No.,MONTESINOS,10
915," Digo las cosas caras sobre el tapete. Yo tengo un problema este fin de semana que no tengo cómo afrontarlo. Difícilmente puedo manejar toda esta situación si no logro cerrar todo este capítulo, que es mi pago de remuneraciones, pago de pensiones, pago de proveedores, pago por concepto de serenazgo y limpieza pública, el día sábado si no logro cumplir esa cifra, definitivamente tengo que cerrar la municipalidad.",KOURI,10
916, ¿Y cuánto es eso? ,MONTESINOS,10
917, Esto me significa 4 millones de soles.,KOURI,10
918, 4 millones de soles.,MONTESINOS,10
919," Y le voy explicar de dónde sale ese dinero sin ningún problema. Hay cinco entidades del Estado que a mí o a la municipalidad le deben un monto cercano a los 11 millones y medio de soles, que le comenté la vez pasada, pero que es por otro concepto diferente, pero por arbitrios y demás, aquí tengo los documentos sustentatorios, los hemos acotado por un monto más o menos de 5 millones de soles. Enapu ha reclamado porque dice que los muelles no es parte de la infraestructura de ellos, sino que el muelle está sobre el mar y el mar no es territorio (ininteligible).",KOURI,10
920," ¿Y Enapu tiene fondos para pagar?, ¿tendrá fondos?",MONTESINOS,10
921," No tengo la menor duda, entiendo, según la información que he recibido, que Enapu tiene un ingreso diario cercano a los 15 millones de soles. Tiene gastos muy fuertes también.",KOURI,10
922, ¿Quién está en Enapu?,MONTESINOS,10
923," El almirante Colunga. Mira, la suma (ininteligible) no es buena, te soy honesto, hemos tenido problemas judiciales, sin embargo en este caso hay un reclamo pendiente, pero yo no puedo preocuparme en temas legales, yo quiero una salida inmediata. El día jueves.",KOURI,10
924," Se puede hacer una transacción, pues, digamos.",MONTESINOS,10
925," Yo le pido, si es factible, que el día viernes a más tardar.",KOURI,10
926, Te solucione ese asunto.,MONTESINOS,10
927," Me apoyes con 4 millones de soles y liquidamos el tema con una transacción con Enapu por ese concepto de arbitrios, pero sí vamos a decir no, que hay un problema legal, no que hay una solución por resolver, no que hay un tema jurídico. Yo tengo un problema que afrontar en tres días ¿me comprende?",KOURI,10
928, Ya.,MONTESINOS,10
929," Hoy el diario Ojo saca, justamente, un anuncio que dice: “Jubilados del Callao no tienen ni para el té”,  porque justamente el problema de caja es muy claro y lo tengo no por responsabilidad de nadie, sino por la coyuntura. Los bancos no me quieren dar el dinero, porque piensan que no tengo capacidad de pago y no la tengo no porque no pueda asimilar recursos, sino porque usted ya se va, señor Kouri, ¿me comprende? Yo no le voy a decir a los bancos.",KOURI,10
930," Yo le llamaría ahorita al almirante Colunge, de repente ahorita podemos hacer algo.",MONTESINOS,10
931, Lo que (9) sea posible le agradeceremos. ¿Me permite entregarle estos documento?,KOURI,10
932," Hazme un favor. ¿Aló? Comuníqueme con el almirante Ibárcena y dígale que se comunique con el almirante Colunge. Llame usted al almirante Ibárcena de parte mía, que lo llame al almirante Colunge y que el almirante Colunge me llame urgente acá a la oficina, y que le dé el teléfono ¿ya? Okey.",MONTESINOS,10
933, Ahorita solucionamos eso.,MONTESINOS,10
934," Yo lo llamé a Alfredo Jaililie, pero él está de viaje.",KOURI,10
935," No, Jaililie no va a solucionar.",MONTESINOS,10
936, Jaililie me va a atender así.,KOURI,10
937," No, Jaililie (ininteligible). El señor KOURI BUMACHAR, Alexander. Definitivamente tengo otro asunto con ETRAMSA por 3 millones de soles. Entiendo que el Primer vicepresidente mañana se reúne con el Ministro de la Presidencia.",MONTESINOS,10
938, Sí.,MONTESINOS,10
939," Pero como usted comprenderá, yo no puedo esperar estas cosas.",KOURI,10
940," No, pues, estas cosas.",MONTESINOS,10
941," Porque si no lo decido entre mañana y pasado, mi candidaturado, el trabajo se puede (ininteligible) si no tengo siquiera la capacidad de gerencia para poder resolver los impasses del Callao. Entonces, para no abrirse a muchas encuestas, ni muchos requerimientos, por lo menos en este caso, con cargo a luego ver lo de ETRAMSA que son 3 millones, Sedapal millón y medio, etcétera.",KOURI,10
942," O sea, usted tiene un pago urgente de 4 millones de soles este fin de semana.",MONTESINOS,10
943, Si yo lo pago.,KOURI,10
944," Para remuneraciones, pensiones...",MONTESINOS,10
945," Y limpieza pública, porque todo lo que he recibido este mes con 30% menos sólo me ha servido para poder cubrir los sobregiros de los bancos en el pago de gratificaciones del mes diciembre, eso lo pagué completo. Son pagos a mis instituciones. A la municipalidad, mientras pague sus compromisos (ininteligible) eso me da un alivio. No quisiera que el día lunes La República, Ojo .",KOURI,10
946, Se refiere a una campaña ¿de qué?,MONTESINOS,10
947, El señor Hildebrandt que sale el lunes más cinco más.,KOURI,10
948, Se tiren en su contra.,MONTESINOS,10
949," Se (ininteligible) a los pensionistas diciéndoles “el señor Kouri se va a Lima, se lleva la plata del Callao...",KOURI,10
950," Y deja abandonado, pues.",MONTESINOS,10
951, Quedo realmente como una...y no estoy pidiendo nada que no esté dentro del marco legal. Si me ha (ininteligible) un reclamo de fondos a los (ininteligible) si no sale el pago con cargo a una conciliación posterior. Pero que me dé facilidades para poder resolver esto.,KOURI,10
952, Ya.,MONTESINOS,10
953, Yo lo tomaría dentro de esa lógica.,KOURI,10
954, Claro.,MONTESINOS,10
955," Para evitarle problemas en el futuro con el tema legal. Que lo tome como un pago adelantado, como una...",KOURI,10
956," O sea, ¿por cuánto es la acción, el adelanto? ¿por cuántos millones?",MONTESINOS,10
957, Cinco millones...ahí tiene usted la cifra en resaltador.,KOURI,10
958, Cinco millones seiscientos veinte mil.,MONTESINOS,10
959, Ellos han reclamado...,KOURI,10
960, Diciendo que no es cinco.,MONTESINOS,10
961, Que no es cinco.,KOURI,10
962, ¿Y cuánto quieren?,MONTESINOS,10
963," No sé. Dicen que es significativamente menor porque ellos no consideran a los muelles como parte de infraestructura. Vamos a resolver en contra, obviamente...",KOURI,10
964, Claro.,MONTESINOS,10
965, Eso significaría que termine la municipalidad...,KOURI,10
966, Y pase a la...,MONTESINOS,10
967," Pase el Tribunal Fiscal, y de ahí (ininteligible) Entonces, es la única posibilidad que tengo —yo soy bien franco— de poder resolver un problema puntual de tranquilidad institucional para resolver otros problemas.",KOURI,10
968," Porque sino está usted (ininteligible) Ahora, vamos a suponer, aparte de ENAM ¿qué otra entidad le tiene deudas?",MONTESINOS,10
969," ETRAMSA. Aquí tengo la carta última, son 3 millones 39 mil. Ellos están en un proceso de las ventas.",KOURI,10
970, ¿Me puede dejar estas cosas o le saco copias?,MONTESINOS,10
971," No, le voy a dejar todo a usted. Y tengo un consolidado general, que es éste.",KOURI,10
972, Ya.,MONTESINOS,10
973, Yo no deseo que nadie me dé dinero.,KOURI,10
974," No, no, solamente que paguen, que es un total de 11 millones.",MONTESINOS,10
975," 11 millones, que es lo que necesitamos para salir del atolladero. Si yo le dijera que requiero (ininteligible) millones le estaría mintiendo, estaría faltando a la verdad. Yo requiero para este mes cuatro millones, con esto resuelvo el problema en esta primera etapa",KOURI,10
976, ¿Y a fines del otro mes?,MONTESINOS,10
977," Yo puedo, en este caso, negociar con la gente de ETRAMSA para que me digan si ya me han de pagar los 3 millones, con esos 3 millones resuelvo mi problema ya definitivamente. Pero, si yo logro que (ininteligible) se recibiera mañana o el viernes a primera hora los 4 millones, yo puedo pagar sábado todo y entro (10) limpio al mes de febrero. Y con eso todo lo demás lo deja todo febrero totalmente tranquilo para trabajar en esas propuestas que hemos conversado.",KOURI,10
978," Porque sino no funciona, sino no va a funcionar nada.",MONTESINOS,10
979," Por eso me permití molestarlo, a través del almirante Ibárcena, para conversar con usted, en hacer el diagnóstico de cómo va la evolución de los temas; pero, asimismo, en avisarle que tengo este problema, o sea, que no lo había previsto.",KOURI,10
980, Así es.,MONTESINOS,10
981," El hecho de la reducción ha sido traumática para nosotros. Hay un descontento en muchos contribuyentes que dicen: ""No, señor Kouri, cómo se va a ir, voy a pagarle para dejarle el dinero a quién""; eso es lo que percibe de la gente en la calle. Y los bancos, como es lógico, me dicen: ""muy bien, si yo le doy una (Ininteligible) acá es con cargo a 12 meses, a 15 meses, y quién me garantiza que el próximo alcalde me lo va a pagar"" .",KOURI,10
982," Ahora, dime una cosa, si se saca esta ley diciendo de que quien, porque están hablando de la ley de fraude ¿no?, de que lo de los magistrados ha sido para hacer fraude, que se viene el fraude, inclusive en las encuestas dice que...",MONTESINOS,10
983, ¿A cuál ley se refiere usted?,KOURI,10
984, A la ley ésta del fraude.,MONTESINOS,10
985, (Ininteligible),KOURI,10
986," No, yo estoy haciendo un poco de ejercicio mental. Si sale esta ley en la cual dice: muy bien, todos quienes aquellos que sean candidatos elegidos a alcaldes en el proceso de las elecciones del año 98 no podrán postular a cargos de ser presidente, vicepresidente ni congresistas. Entonces, sale eso; entonces, ¿qué va a decir la oposición? Ah, le quieren cerrar el paso a Andrade.",MONTESINOS,10
987, Eso es obvio.,KOURI,10
988," Entonces viene una campaña: sigue la cuestión del fraude, la concentración y todo el esquema, y él te va a atacar.",MONTESINOS,10
989," Te quiero explicar una cosa, que es la siguiente.",KOURI,10
990, Sí.,MONTESINOS,10
991, Se entiende que ésta es una opción a jugarse de aquí a un tiempo.,KOURI,10
992, Claro.,MONTESINOS,10
993, Primero veamos cuál es la reacción con referencia a este proyecto de ley sobre el tema del canon.,KOURI,10
994," Ya, de repente ya no es necesario llegar a esa otra cosa.",MONTESINOS,10
995, Si logramos revertir los porcentajes.,KOURI,10
996," Ahora, hay una cosa, cómo se llama esto, de que Andrade no a medido, o sea, Andrade es un tipo que no lo quieren las Fuerzas Armadas, o sea, hay un rechazo en las Fuerzas Armadas hacia esta persona.",MONTESINOS,10
997," Claro, él fue presidente de su promoción del CAEM y sus declaraciones han sido muy desatinadas.",KOURI,10
998," Totalmente, entonces, han salido comunicados...",MONTESINOS,10
999," No, a tal punto que el otro día esta  columna Ofidio de La República refieren que altos mandos del Ejército fueron a buscarlo a Andrade.",KOURI,10
1000, Es totalmente falso eso.,MONTESINOS,10
1001, Y llevaron el mensaje del Comando Conjunto un poco para hacer la transición.,KOURI,10
1002, Eso es totalmente falso. Eso es parte del juego que hace Mohme para...,MONTESINOS,10
1003," Pero a tal punto que no solamente Mohme, sino que salió en (Ininteligible) hubo una reunión hace pocos días, creo que era cumpleaños de Diez Canseco...",KOURI,10
1004," Sí, ahí hablaba en la mesa.",MONTESINOS,10
1005, Así es. Y decía entre otras cosas que tanto Andrade como quien habla estábamos en una coordinación permanente con el SIN.,KOURI,10
1006," Sí, sí, ya sé.",MONTESINOS,10
1007," Y que adicionalmente, a tal punto era así que Andrade a todo su entorno ligado al 13 de noviembre lo había un poco sacado de su...",KOURI,10
1008, Así es.,MONTESINOS,10
1009," Y que ustedes en una reunión con él en Madrid habían llegado a un entendimiento; o sea, que hay toda una.",KOURI,10
1010," Toda una historia, que hay que cerrarle el paso porque va a ser preciso.",MONTESINOS,10
1011, Yo no tengo ninguna aspiración de nada que no sea trabajar en esto. De ahí la política.,MONTESINOS,10
1012," Usted sabe cómo se plantean las cosas, usted sabe que la política es muy...",KOURI,10
1013," No, no, pero es que la política, a quienes les gusta ser políticos, pero yo soy técnico. Entonces ...",MONTESINOS,10
1014," Pero cuando el político ve la eficiencia  en quien es técnico, entonces sería absurdo desvincularse de él. Además es muy prematura sobre el tema y además hay una conclusión definitiva.",KOURI,10
1015," Este es un problema serio, es un problema serio de 48 horas.",MONTESINOS,10
1016," Por eso entiendo que le comentó el almirante que quizás el lunes, pero usted...",KOURI,10
1017," Claro, es que yo no tenía a la brevedad el asunto.",MONTESINOS,10
1018, O usted esperaba la información ésa.,KOURI,10
1019," Yo esperaba esta información que dicho sea de paso ni siquiera me había llegado completa, porque recién a las 9 de la noche tengo el focus completo ¿no?",MONTESINOS,10
1020, Por eso yo creo que si ENAPU nos plantea una solución de apoyo.,KOURI,10
1021, Sí.,MONTESINOS,10
1022," O sea, aquí si entramos a la discusión jurídica no salimos en un año.",KOURI,10
1023, Claro.,MONTESINOS,10
1024, Aquí yo requiero un apoyo de  parte de ENAPU y...,KOURI,10
1025, Usted nunca ha hablado con Ibárcena para que hable con Colunge.,MONTESINOS,10
1026," En algún momento me recibió Colunge, un (11) poco que limamos asperezas a raíz de una solicitud que yo le hice a (ininteligible); entonces el teniente Ibárcena llamó al almirante Colunge y el almirante Colunge me recibió. Conversamos muy bien, tranquilos, y ahí un poco que se tranquilizaron las cosas porque yo lo había denunciado penalmente al almirante por una serie de problemas. Él se resintió conmigo, que era un majadero, que era un muchacho que había tenido confrontación con él; pero, bueno, las cosas un poco que se plantearon así.",KOURI,10
1027, Ya.,MONTESINOS,10
1028," Pero luego un poco que se ha enfriado la situación. No lo he molestado más, en algún momento le mandé un fax pidiéndole una transacción por 6 millones de dólares en el problema de uso de (ininteligible), que era un problema aparte. Él dijo que no era el momento. Bueno, nunca más lo volví a molestar, no ha habido mayor acercamiento ni aproximación después de esa experiencia que fue como hace unos 5 ó 6 meses atrás . Pero la relación de las municipalidad con Enapu es buena, es frecuente, es positiva, pero aquí implica, como es obvio y usted comprenderá, una decisión a alto nivel en la cual (ininteligible) me adelanten una cifra de 4 millones y con cargo a discutir (inintelligible) luego.",KOURI,10
1029, Así es.,MONTESINOS,10
1030, Pero eso no es la salida inmediata.,KOURI,10
1031, Lo que quiero ver es que si ellos tienen la liquidez para hacerlo. Ese es el asunto.,MONTESINOS,10
1032, Okey.,KOURI,10
1033, Ellos nos pueden decir.,MONTESINOS,10
1034, O hasta qué monto nos pueden dar.,KOURI,10
1035," Claro, por lo menos deberían decir sabes en este momento solamente tengo 3 millones. Bueno, (ininteligible).",MONTESINOS,10
1036, Correcto.,KOURI,10
1037, Ahorita saldremos de la duda y buscaremos otra alternativa.,MONTESINOS,10
1038," Correcto, le agradezco Y discúlpeme que lo haya molestado por un tema así.",KOURI,10
1039, Está bien.,MONTESINOS,10
1040, Pero me permito decir las cosas con claridad porque ...,KOURI,10
1041," Pero es que si estamos en esta conversación, pues, cada parte tiene que poner su cuota.",MONTESINOS,10
1042, Le agradezco que lo entienda así.,KOURI,10
1043," Lo tengo que ver así, lo vemos así, no es que sea toma y daca pero...",MONTESINOS,10
1044," No he querido que usted lo perciba de esa manera, le he explicado con honestidad cuál es mi problema y tengo las cifras que respaldan mis opiniones.",KOURI,10
1045, Claro.,MONTESINOS,10
1046, El Banco de Comercio siendo muy amigo mío ...,KOURI,10
1047, Y así además hay otra cosa que le digo con sinceridad. Si así no llegara usted a ser el candidato a la alcaldía o no se presentara por lo menos me queda la satisfacción de haber ayudado a una persona con quien simpatizo.,MONTESINOS,10
