id,text,speaker_std,file_id,topics
23953, Puedo tener errores también.,FERRERO,50,media
23954," Puedes tener errores también porque somos humanos. Pero justamente, cuando uno tiene error y le hacen ver el error está en la capacidad de rectificación de uno. Pero si nadie te hace ver el error o nadie te explica con fundamentos, entonces tú sigues en tus principios y en tus fundamentos.",MONTESINOS,50,media
23955," Claro, pero yo soy leal al Congreso para apoyar a Fujimori, pero yo no puedo, por ejemplo, ir contra la Constitución porque es algo que yo he jurado respetar y hay cosas que, en mi opinión, no concuerdan con eso.",FERRERO,50,media
23956," Claro, pero (Ininteligible) la libertad de declararse todos los actos.",MONTESINOS,50,media
23957," Eso depende, pues, porque al final resulta dañino. Por ejemplo, (Ininteligible) pero si somos 70 votos seguros, bueno, es un montón. Fíjate, (Ininteligible) las discrepancias, pucha, los 70 en bloque.",FERRERO,50,media
23958, Han votando los 70 en bloque.,MONTESINOS,50,media
23959," Más, más gente de la oposición.",FERRERO,50,media
23960, Claro.,MONTESINOS,50,media
23961," Sí, claro, había algunos ausentes, uno nuestro, 2 ó 3 con permiso. Bueno, es lo normal. Pero yo digo: si tú sabes que tu diferencia de votos con la oposición es siempre (Ininteligible).",FERRERO,50,media
23962," Puedes darte el lujo de tener 3, 4, 5 (Ininteligible).",MONTESINOS,50,media
23963, Y la gente está contenta (Ininteligible),FERRERO,50,media
23964," Así es. Bueno, bueno, hay veces que esos también son perfiles sicológicos de los que tienen la conducción en el tema. Pero yo creo y confío que siempre es necesario la discrepancia porque la discrepancia enriquece, enriquece y produce el avance.",MONTESINOS,50,media
23965, ¿Sabes? yo una vez escuché decir a Hildebrandt que en su opinión el Parlamento nunca debía subir mucho porque la imagen de Fujimori debe sobresalir.,FERRERO,50,media
23966, Ya.,MONTESINOS,50,media
23967," O sea, que la diferencia entre Parlamento y Fujimori según la estrategia (Ininteligible).",FERRERO,50,media
23968, Ya.,MONTESINOS,50,media
23969," Yo vengo percibiendo que eso no es cierto, y que la gente critica el Parlamento porque el Parlamento deja (Ininteligible).",FERRERO,50,media
23970, Claro.,MONTESINOS,50,media
23971," Y si uno baja muy abajo, lo va a ver (Ininteligible).",FERRERO,50,media
23972, Así es.,MONTESINOS,50,media
23973," Entonces, parte de la estrategia debe ser tratar de subir un poco al Parlamento, cosa que en este momento está bien bajo. Y eso en buena parte se... Además, de que la gente cree que para (Ininteligible) subir los sueldos es una estupidez. Y nada que ver con eso.",FERRERO,50,media
23974, Así es. Así es. No es cierto.,MONTESINOS,50,media
23975, Hay un desconocimiento; pero al margen de eso...,FERRERO,50,media
23976, ¿Y por qué no salen a explicar el tema de los sueldos?,MONTESINOS,50,media
23977, Yo lo he dicho varias veces: “Nosotros no subimos sueldos” y los sueldos tienen que estar de acuerdo con los ingresos del Estado...,FERRERO,50,media
23978, Así es.,MONTESINOS,50,media
23979, En lo que es el Sector Público. Y en lo que es Sector Privado de la oferta y la demanda que nosotros no podemos usar.,FERRERO,50,media
23980," Eso ya escapa, es una cuestión...",MONTESINOS,50,media
23981," Pero claro, también necesitas tribuna. Por ejemplo, cuando yo quiero hablar en el Parlamento.",FERRERO,50,media
23982, Sí.,MONTESINOS,50,media
23983," (Ininteligible) Joy Way, no me dan (Ininteligible) me lo quitan.",FERRERO,50,media
23984," Ya. ¿Por qué te lo quitan?, ¿es que no tiene derecho cada uno a hablar cinco minutos?",MONTESINOS,50,media
23985," No, porque si alguien dice: “Pido que se agote el debate”.",FERRERO,50,media
23986, Sí.,MONTESINOS,50,media
23987," Entonces, el Presidente está autorizado a someter a consideración del Pleno el agotamiento del debate. Entonces, se nos quedan pendientes...",FERRERO,50,media
23988, Y los que están pendientes ¿ah?,MONTESINOS,50,media
23989, Y con los que están pendientes algunas veces son los que no son muy simpáticos. Entonces: ¡Pa! Fuera.,FERRERO,50,media
23990, Ya.,MONTESINOS,50,media
23991," Es contraproducente, porque hay gente que se da cuenta de que hay gente que la están callando. Ah, si tú tuvieras, por ejemplo, si tuvieras la oportunidad de explicar eso como quería explicar en la Amazonia el significado de las exoneraciones. La gente cree que exonerar es tener, pues, algo que diga exoneraciones. Exonerar es que te quedes sin plata para otras cosas.",FERRERO,50,media
23992, Así es.,MONTESINOS,50,media
23993," Usted sabe que usted, señor, usted va a tener menos colegios.",FERRERO,50,media
23994, Claro.,MONTESINOS,50,media
23995," Usted va a tener una posta menos. Entonces, esas cosas no las pude decir, es decir, ya me he quejado en los periódicos, ya lo he dicho, como tú lo habrás leído.",FERRERO,50,media
23996," Sí, sí, sí, sí, sí.",MONTESINOS,50,media
23997," Entonces, lo que debió hacer Luz Salgado, como lo han hecho otros presidentes, es decir: “Señores, están pidiendo acotar el debate. Yo les informo que hay 25 que me han pedido la palabra. Ustedes tengan en cuenta esto. Yo les invoco que sean precisos, que no repitan argumentos o que se inhiban los que quieran”. Pero sin consultar nada y sin informar al Plano Luz dice: “Al voto”. ¡Pum! Se acabó la discusión. Contraproducente. Entonces, la gente cree que se ha querido ocultar algo y no sé qué es. (3) ",FERRERO,50,media
23998, Así es.,MONTESINOS,50,media
23999," Yo creo que de ahí uno tiene que defenderse. Un parlamentario que no lo dejan hablar, ya pues es como un... No, es elemental.",FERRERO,50,media
24000, Es un capititi diminutio.,MONTESINOS,50,media
24001," Totalmente; y eso es gravísimo. Pero en general parece que lo que nos está faltando es un poco considerar respetar ciertas reglas del juego pensando en el interés nacional y un poco menos en la cuestión inmediata del gobierno. Eso es lo que yo estoy viendo, que nos cegamos un tanto. Yo le he dicho a Fujimori hace dos años: reciba, pues, a los sindicalistas, Presidente. No, no, me dijo, no representan a nadie. El no sube el tono, así no me habla, yo soy el que ha subido el tono. No representan a nadie, doctor, no se preocupe. Sí. Presidente, pero de todas maneras 7% u 8% ó 10% de la clase trabajadora en números pero en imagen son los sindicalistas. No quiere. Presidente, vaya usted al Parlamento, usted vaya a defender el teme Perú-Ecuador. Voy a pensarlo. No fue. Entonces como que... Le digo, si tenemos la razón, sí, me dice, la historia o el pueblo algún día nos dará la razón. No es verdad, tenemos que ganar el debate político, esa es nuestra obligación. Cada votación, al menos en la noche: sí, hermano que bien, nos abrazamos, se ha aprobado el proyecto, pero muchas veces hemos perdido (ininteligible) por no mantener las reglas de juego o por no convencer que están equivocados; y eso me parece bien importante en las actuales circunstancias, porque yo no sé que hará Fujimori, obviamente tendrá que decidirse (ininteligible) pero es evidente que puede desaparecer (ininteligible)",FERRERO,50,media
24002, Pero el Perú va a seguir andando.,MONTESINOS,50,media
24003, Nos conviene que del 2000 al 2005 haya una fuerza política estructurada como para hacer un aporte a su país.,FERRERO,50,media
24004, Así es.,MONTESINOS,50,media
24005," Y que el 2005, si la circunstancia lo permite, que se regrese, en caso de que no vaya, pero tiene 10 años más. Pero nada de eso es posible si nosotros seguimos así medios en la luna. Oye, quién es, Vamos Vecino, Cambio 90, Nueva Mayoría, dicen que ahora Absalón Vásquez está hablando otra cosa de Perú 2000 según (Ininteligible), no me consta...",FERRERO,50,media
24006," Un momentito. No, no, sigamos desarrollando.",MONTESINOS,50,media
24007," Si usted me dice, otro día podemos seguir conversando.",FERRERO,50,media
24008," Claro, y si no podemos ahora podemos hacerlo el sábado o el lunes, cuando gustes, ya tienes el teléfono, me llamas y siempre seguimos conversando.",MONTESINOS,50,media
24009," Hay una cosita, yo tengo pensado en este asunto de las declaraciones juradas (ininteligibles). El interesante tema de las declaraciones juradas dicen no (ininteligible) bueno, ¿y la de Montesinos?",FERRERO,50,media
24010," Yo he presentado mi declaración jurada, si yo tengo... Mira, la ley (ininteligible) te la voy a enseñar ahorita mi declaración jurada.",MONTESINOS,50,media
24011," No es necesario, lo que digo es que la ley dice que se publique.",FERRERO,50,media
24012," Que pasa, yo no tengo ningún inconveniente en publicar. Es más, te digo, yo, ¿qué es lo que hice para que los funcionarios que trabajamos acá? Nuestra declaración jurada la hacemos cada dos años, como cualquier otro funcionario. Yo cada dos años hago mi declaración, me la legaliza el notario y yo tengo la obligación de entregar acá a la oficina de Personal donde está archivada mi declaración. O sea si algún día disponen que se publique mi declaración, yo no tengo ningún inconveniente, por qué voy a ocultarlo, no tengo nada que ocultar. Quieren saber propiedades que tengo, vayan a Registros Públicos; quieren saber el dinero que tengo, pidan información a la banca, yo autorizo que la pidan.",MONTESINOS,50,media
24013, ¿Te acuerdas que hablamos de tu estudio?,FERRERO,50,media
24014, Sí.,MONTESINOS,50,media
24015," Claro, te conté que yo había sido enamorado de Regiona Seoane...",FERRERO,50,media
24016," Y Regina Seoane, claro, ella sabe que tengo todo un piso alquilado ahí...",MONTESINOS,50,media
24017, (Ininteligible) vaya a la televisión.,FERRERO,50,media
24018, Al estudio sí.,MONTESINOS,50,media
24019, Y vean que es una oficina...,FERRERO,50,media
24020, Hasta vieja.,MONTESINOS,50,media
24021," Pero no lo has hecho, pues.",FERRERO,50,media
24022," Bueno, no lo he hecho porque ha venido una y otra cosa, pero el estudio, yo soy inquilino de Regina Seoane desde el año 1978 y el estudio lo tengo desde el año 1978 abierto, es un piso que tengo yo, está y lo tengo el piso desde el año 78 con Regina Seoane.",MONTESINOS,50,media
24023, Por qué no lo...,FERRERO,50,media
24024, Ella es propietaria.,MONTESINOS,50,media
24025," Porque no, digamos, cuando ese estudio hace trabajos y todo por qué no lo haces pasar como una persona independiente, independízalo de ti mismo, independízalo. Yo publico tal, entonces van a decir: no, él ha seguido siendo abogado mientras trabajaba acá. A mí me parece (ininteligible).",FERRERO,50,media
24026, Perfecto.,MONTESINOS,50,media
24027, Como persona jurídica.,FERRERO,50,media
24028," Claro, pero también hay una cosa que a mí también me tienen que comprender. ¿Tú sabes cuál es el sueldo que me pagan aquí en el SIN?",MONTESINOS,50,media
24029," Será, pues, dos mil soles (4)",FERRERO,50,media
24030," No, no, mil soles. ¿Y tú que crees que yo podría vivir con mil soles, podría vivir con mil soles? Entonces tengo que hacer un trabajo privado. Ahora, yo he tenido la prudencia de no ser abogado de litigio en el Perú absolutamente para nada, porque sino podrían pensar que yo estoy llamando al juez. A mí ningún juez puede decir y pueden buscar todos los expedientes en el Poder Judicial, yo no litigo. Mi trabajo es eminentemente de punche, me iría al exterior.",MONTESINOS,50,media
24031, (ininteligible).,FERRERO,50,media
24032," Así es. Entonces yo, están mis facturas, la Sunat me ha hecho un chequeo, yo he pedido una investigación a la Sunat, la Sunat me ha pasado la investigación. Entonces, ahora en marzo yo voy a volver a pedir una nueva investigación a la Sunat para que me vuelvan a hacer una fiscalización. A mí me conviene que me fiscalicen. Ahí están mis facturas, pueden ver quiénes han sido los clientes, los clientes son de entidades extranjeras.",MONTESINOS,50,media
24033, Estoy pensando que lo tuyo con Canal 2 no guarda relación con ninguna reacción política frente a lo que es la publicación.,FERRERO,50,media
24034," Pero, en absoluto, en absoluto, que me han publicado, ¿y qué tiene de malo que me hayan publicado mis ingresos? Lo malo tendría es que me digan: señor, usted ha ganado, usted no ha declarado. Eso sí sería malo. Lo que dirían han descubierto la pólvora, no han descubierto la pólvora porque eso está en la Sunat. Tan está en la Sunat registrado es que yo con toda transparencia he ido a la Sunat y he declarado lo que he ganado de honorarios.",MONTESINOS,50,media
24035, Si actúas como dijiste.,FERRERO,50,media
24036, Sí.,MONTESINOS,50,media
24037," (ininteligible) de afuera, venta de armas.",FERRERO,50,media
24038, Así es.,MONTESINOS,50,media
24039," Por qué probarlo, significaría (ininteligible)",FERRERO,50,media
24040," Los procedimientos de trabajo exactamente, y cuando la Fuerza Armada fue al Congreso para explicar el tema del Congreso iba a explicar con las pruebas el asunto, pero lamentablemente no se pudo hacer eso.",MONTESINOS,50,media
24041, Pero ahora que ha cambiado (ininteligible),FERRERO,50,media
24042," Porque sería un poco enturbiar las buenas relaciones que tenemos con el Ecuador, porque sería poner en evidencia que el general fulano, fulano, han tenido relación con (ininteligible) un clima de paz, inclusive hay razones de Estado que obligan a mantener en reserva eso, porque qué objeto tendría de acusar de espía a una persona si ya con el país que supuestamente el señor espiaba hemos entrado en un proceso de paz y de concordia y de firma. (ininteligible) el Presidente está pensando en muchas aquellas personas que están, han sido condenadas por espionaje, peruanos que están cumpliendo condena acá.",MONTESINOS,50,media
24043, (ininteligible),FERRERO,50,media
24044," Claro, un canje, una cosa, una especie de canje, ¿por qué? Porque no tiene objeto lo que... Entonces, volver a hacer un escándalo cuando ya entramos con el Ecuador un tema de paz.",MONTESINOS,50,media
24045, Ahí sí es delicado porque...,FERRERO,50,media
24046," Cómo vas a decir: señor, acá están las pruebas de que fulano, fulano y ahora los mandos actuales (ininteligible) con él, cómo vas a enrostrar eso, vas a ser el juicio allá y después vas a decir Mahuad: señores, si ya hemos entrado (ininteligible) de ¿por qué me remueven estas cosas?",MONTESINOS,50,media
24047," (ininteligible) que regrese, pues, y que acá ya que él se defienda. (Ininteligible)",FERRERO,50,media
24048," Ahora, como te digo, enjuiciarlo, enjuiciarlo en este momento por traición a la patria o por espionaje al Estado, no, no, no... Pero queda... Lamentablemente cuando la Fuerza Armada fue al Congreso, fueron ellos a enseñar las pruebas en sesión secreta, ya Hermoza estaba llevando toda la documentación que iban a exhibirla en una sesión secreta. Lamentablemente el amigo Diez Canseco, hizo lo que hizo y ya.",MONTESINOS,50,media
24049," Sí, pero también es cierto que a nosotros no se nos puede insistir, porque un poco como que la mayoría: bueno, si ustedes quieren ya no, pero si nosotros (ininteligible).",FERRERO,50,media
24050," Así es, para que no pudieran ingresar al recinto del Congreso.",MONTESINOS,50,media
24051, Su posición era a favor ¿no?,FERRERO,50,media
24052, Así es.,MONTESINOS,50,media
24053," Yo creo que ahí también hubo una apresuramiento de nuestra parte, porque eso ha quedado pendiente. Tú sabes que ese caso a nivel internacional, pues, va seguir fregando. Yo creo que es un asunto que debería verse...",FERRERO,50,media
24054," Ahora, claro, pero el tema ya está en el ámbito jurisdiccional y eso es un problema donde están los Winter con él, y litigios van y litigios vienen.",MONTESINOS,50,media
24055," Yo creo que lo que la Corte ha pedido es que lo vuelvan a ver, ha recomendado la...",FERRERO,50,media
24056," Pero el gobierno qué puede arreglar en un tema que está en el ámbito del Poder Judicial. Por ejemplo, dice que deje sin efecto las órdenes de captura que tiene el juez; cómo podemos dejar sin efecto una orden judicial de procesos penales.",MONTESINOS,50,media
24057," No, no entro al detalle mismo, sino al hecho de que haya circulado la reconstrucción del expediente.",FERRERO,50,media
24058," Pero un momentito, perdón, un momentito. Si tú lees la resolución, a él le han, cómo se llama, suspendido el título de la resolución, no le han dejado sin efecto la resolución que le otorga la nacionalidad, ¿por qué? Por no haber hecho renuncia (5) a la nacionalidad en la forma establecida por la ley, ése es el tema; no porque no haya el expedientillo, que es diferente.",MONTESINOS,50,media
24059, Claro que se dijo que estaba incompleto.,FERRERO,50,media
24060," Se dijo que estaba incompleto, pero no se dijo — como se llama— que no existía, es cosa diferente. Y si tú lees la resolución que deja en suspenso el título, pero no dice “señores, se anula la resolución que le otorga”. Porque la resolución que le otorga dice: “otórguesele la nacionalidad, previamente haga renuncia”. Como después se determina que no ha hecho una renuncia a la nacionalidad, entonces se ha dejado en suspenso el título. No porque no ha cumplido la condición que establece la resolución suprema.",MONTESINOS,50,media
24061," Políticamente nos conviene resolver ese problema, políticamente nos conviene no dejarlo en el aire. A mí me parece que hay que darle...",FERRERO,50,media
24062, ¿Otra salida?,MONTESINOS,50,media
24063, Sí.,FERRERO,50,media
24064, Pero la salida ¿cuál es? Si está en el ámbito jurisdiccional ¿cuál sería la salida? si él optó por qué...,MONTESINOS,50,media
24065, (ininteligible),FERRERO,50,media
24066," O tendrá que irse preso, pues. Está con orden de captura.",MONTESINOS,50,media
24067, Esa es una locura.,FERRERO,50,media
24068," Ahora, y los procesos son por quién. Iniciados por los Winter contra él.",MONTESINOS,50,media
24069," Bueno, yo creo que si él viene los Winter no lo van a meter preso.",FERRERO,50,media
24070," Pero no, pero el proceso penal está con orden de captura, entonces ya no...los Winter han...y ahorita acaba de denunciarlo Remigio Morales Bermúdez lo acaba de denunciar a Baruch Ivcher también igualito por apropiación ilícita, estafa y una serie de cosas ¿no?",MONTESINOS,50,media
24071," Sería, si se le permitiera que regrese, se defienda; eso ya es un camino —yo creo— bueno, mejor que otro ¿no? Te cuento, él me llamó, pues, por Navidad.",FERRERO,50,media
24072, Ya.,MONTESINOS,50,media
24073," En el celular decía “número no identificado”, decía, en la pantalla.",FERRERO,50,media
24074, Ya.,MONTESINOS,50,media
24075," “Bueno, te llamo para saludarte por Navidad”. Yo le dije: “¿Y por qué no vienes (ininteligible)?” “Porque me quieren matar”, así me dijo.",FERRERO,50,media
24076," ¿Pero quién lo quiere matar? Me echa a mí la culpa que yo lo quiero matar porque yo le mando los oficiales a Miami. Tú sabes perfectamente que los americanos saben qué persona peruana entra a Miami, están entrando a la pantalla y están sabiendo al minuto quién está entrando. Acuérdate el tema de Letelier, acuérdate el tema por qué Pinochet tiene ese problema. No vamos a cometer la torpeza. Y además, ¿qué objeto tiene mandar a matar? Eso es una locura.",MONTESINOS,50,media
24077," Una cosa, Vladimiro, antes que se me pase porque se me acaba de cruzar por la cabeza. ¿Ustedes midieron con Inteligencia los efectos de la estrategia de llegar a un acuerdo con Ecuador sin generar consenso en la población? ¿eso fue medido? ¿Da resultado que siendo los acuerdos buenos para el Perú...",FERRERO,50,media
24078, No ha tenido el efecto deseado en la población.,MONTESINOS,50,media
24079," O sea, ¿eso no se midió antes?",FERRERO,50,media
24080," Bueno, lo hemos medido, lo hemos puesto en consideración; pero tú sabes que la Inteligencia simplemente es meramente informativa. Nosotros suministramos a los usuarios los indicativos, no somos un fin.",MONTESINOS,50,media
24081, O sea que el gobierno sabía que el ir rápido podría generar una reacción adversa.,FERRERO,50,media
24082," Yo, mi hermano, lo único que hago es: ésta es la situación, estos son los estimados de la previsión; ahora, el estadista lo toma o lo deja, hermano, no obliga.",MONTESINOS,50,media
24083, Lo que es clarísimo ¿ah? Una cosa tan beneficiosa...,FERRERO,50,media
24084," Bueno, pero no obliga. Entonces, yo no tengo la capacidad, simplemente le ponemos en conocimiento a cualquiera de nuestros usuarios. Ahora, si el usuario no quiere usarlo, ya tendrá otras consideraciones, hermano. Con tu hermano he trabajado bastante en este tema, hemos trabajado, nos hemos pasado muchas malas noches, te debe haber contado.",MONTESINOS,50,media
24085, Sí. Además yo le dije que yo quería venir solo. Tú le habías dicho “un día almorzamos de repente juntos”.,FERRERO,50,media
24086," Sí, sí, sí.",MONTESINOS,50,media
24087," “No, —le dije— Eduardo, porque yo tengo mi manera de actuar, que no es la tuya”. Él es un internacionalista que se maneja en un nivel...",FERRERO,50,media
24088, Claro.,MONTESINOS,50,media
24089, .... diferente. Yo soy un jodido.,FERRERO,50,media
24090," No, no, pero con él yo me he llevado muy bien. Hemos trabajado bien, hemos pasado muchas malas noches acá trabajando juntos, hemos pasado inclusive domingos, todo el domingo; nos hemos pasado varios domingos en la Comandancia General del Ejército con el general Hermoza los tres juntos, al teléfono, hablando a Brasil, hablando a Washington.",MONTESINOS,50,media
24091, Pero la actitud del gobierno después de su renuncia...,FERRERO,50,media
24092, Sí.,MONTESINOS,50,media
24093, ...tanto con él como conmigo...,FERRERO,50,media
24094, Sí.,MONTESINOS,50,media
24095," ...cambió, pues, ¿no?",FERRERO,50,media
24096," Bueno, pero en lo personal tú estás viendo que yo he mantenido con tu hermano una relación muy, muy...la misma relación fraterna que he tenido desde que lo conocí la tengo hasta ahora y no ha variado, tan es así que yo lo he llamado por el día de Navidad, igual converso contigo. O sea, si algunas personas pueden haber cambiado serán esas personas; pero yo...",MONTESINOS,50,media
24097," Yo me alegro de eso, lo aprecio, lo reconozco.",MONTESINOS,50,media
24098, Sí.,MONTESINOS,50,media
24099," Por ejemplo, en mi caso, creo que ahí hay un cálculo equivocado ¿no? Por ejemplo, Joy Way seguramente pensará que a mí me golpea no invitándome a los plenitos. Hace dos meses no voy a los plenitos porque no me llega el beeper.",FERRERO,50,media
24100, Ya.,MONTESINOS,50,media
24101," Entonces, digo, claro, si yo quisiera podría ir, pero no se ve bien. Entonces, como sé que no quiere que vaya, no voy. Él estará pensando “ya lo fregué”, pero no es así (6) porque es al revés. Yo no soy el tipo de persona que me voy a sentir mal porque...",FERRERO,50,media
24102, Porque no te invitan.,MONTESINOS,50,media
24103," No, porque ya estoy acostumbrada durante 6 años...",FERRERO,50,media
24104, Así es.,MONTESINOS,50,media
24105, A mantener una posición a cualquier precio.,FERRERO,50,media
24106, Así es.,MONTESINOS,50,media
24107, Cuando Hermoza dice ayer: que se vaya Ferrero. Yo ni le he contestado.,FERRERO,50,media
24108," Pero para qué vas a entrar a esas cosas. A mí, por ejemplo...",MONTESINOS,50,media
24109," No le he contestado. Perdón, me ha insultado, y él en la República dice: “Ferrero es el bufón”.",FERRERO,50,media
24110," No, no, no vamos a entrar a ese tema. Tu eres una persona de nivel y no vas a entrar a esas cosas, a esos dimes que te diretes.",MONTESINOS,50,media
24111," Hay cosas que ustedes deberían de tenerlas en cuenta (ininteligible). Cuando hay esa sesión del Congreso célebre en la cual le dicen a mi hermano, sabrá, pues, por qué se ha ido, él será responsable de decirlo. Entonces él me llama y me dice: “Anuncia que voy a ir al Congreso”. Entonces yo digo, anuncio yo, que el ex Ministro quiere venir acá. Entonces, se hace un lío ahí, yo hablo con mi hermano por teléfono y él me dice: “Yo voy, yo voy a anunciarlo porque yo ya he cumplido mi deber, yo estaba en desacuerdo con las cosas que tú ya sabes”. Le dije: “Sabes qué, Eduardo, no me parece bien. No me parece porque el interés del Perú es llegar a un acuerdo y esto puede generar realmente dificultades serias al interior del Congreso.",FERRERO,50,media
24112, Así es.,MONTESINOS,50,media
24113, Sobre todo los votos de los que iban a votar...,FERRERO,50,media
24114, A votar a favor.,MONTESINOS,50,media
24115," A favor de nosotros que eran votos indispensables. Entonces... y consta porque esa conversación debe estar registrada. Y lo convenzo ahí y no viene. Más bien conversamos con Trazegnies (ininteligible) y que lea la carta. Leyó la carta, ... y el problema pasó. Pero, claro, quedó mucho dolor en el gobierno el episodio éste tan difícil, pero estábamos convencidos tanto Eduardo y yo que defendíamos el interés nacional de una paz a la que se podía llegar de otra manera distinta. Producido el episodio y firmada el acta era el primero en salir a defenderla soy yo, y todo el tiempo hasta ahora.",FERRERO,50,media
24116, Así es.,MONTESINOS,50,media
24117," Sin embargo, en la sesión en la que se discute el Tratado, yo hablo con mis amigos y con gran esfuerzo consigo 5 tiempos, o sea, 25 minutos para el (Ininteligible). En ese momento me puse hablar: “Señor Presidente, voy a usar los tiempos de tal, tal, tal, tal, tal. No está, me dijo, cuando venga usted da cuenta”. Empiezo a hablar y a mi espalda se levanta Martha Chávez: “¡Cómo es posible!”, dice. A Ferrero hemos acordado que no se le cede tiempo”. Yo venía a defender el Tratado con Ecuador en beneficio de mi país y de mi gobierno también, y la Presidenta del comité les decía a los demás: “Cómo es posible, caramba, que le hayan cedido el tiempo a Ferrero”. Es increíble. Ocurre es importante que se conozca; o sea, que inclusive cuando tú estás de acuerdo si eres tú, no.",FERRERO,50,media
24118," Como si ya fuera una cosa digitada, personal.",MONTESINOS,50,media
24119," Me parece que eso es delicado ¿no? Ahora, evidentemente a la larga lo que la gente está diciendo: “Está equivocada, en el momento que Fujimori dice que no va, hay desbande”. Yo ya he declarado que eso no es cierto.",FERRERO,50,media
24120, No es cierto.,MONTESINOS,50,media
24121," No es la cierto porque la gente tiene algo que no entienden en los políticos tradicionales, tienen cariño al Presidente, tienen cariño y eso es..., un cariño como se le tiene a un hermano mayor.",FERRERO,50,media
24122," Claro, un afecto de...",MONTESINOS,50,media
24123," Y no un (ininteligible) el Presidente va a decir no hay sitio para Cipriani. Tiene que decirlo también, pero no puede mentirles, ni él ni nadie, no se preocupen que todos ustedes tienen el futuro asegurado porque no es verdad.",FERRERO,50,media
24124, Así es.,MONTESINOS,50,media
24125, Necesita gente nueva.,FERRERO,50,media
24126, Así es.,MONTESINOS,50,media
24127, Y tampoco puede esperar el último día. Tiene (ininteligible) en una sesión del plenario. Que no vaya a ocurrir que el último día se enteran y entonces ya nadie puede hacer nada.,FERRERO,50,media
24128, Claro.,MONTESINOS,50,media
24129, Lo correcto es hacer algo para que la gente sepa dónde está caminando (Ininteligible).,FERRERO,50,media
24130," De, desde luego que no, porque cada uno va a (ininteligible) después ...",MONTESINOS,50,media
24131, Pero sí es importante que Fujimori esté en estos momentos ...,FERRERO,50,media
24132, Claro.,MONTESINOS,50,media
24133, Encabezando la lista llega al 30% (Ininteligible).,FERRERO,50,media
24134, Es un bloque fuerte.,MONTESINOS,50,media
24135, Y si tú vas en ese bloque y le ayudas en el manejo diario de la vaina él no tiene por qué estar en ...,FERRERO,50,media
24136, En la triquiñuela.,MONTESINOS,50,media
24137," En la vaina ¿no? Tampoco no se va a ganar 70% del Parlamento, eso es iluso.",FERRERO,50,media
24138," Así es, pero 40 es una fuerza ...",MONTESINOS,50,media
24139," 40 votos es manejar el Parlamento, todos tienen que hablar y en grupo para definir algo.",FERRERO,50,media
24140," Porque nadie va a tener mayoría, nadie va a tener mayoría.",MONTESINOS,50,media
24141, Además habrá gente que todos sus odios...,FERRERO,50,media
24142, Va a querer apoyar.,MONTESINOS,50,media
24143, Preferirá entenderse con Fujimori que con los apristas.,FERRERO,50,media
24144, Así es.,MONTESINOS,50,media
24145, O con Diez Canseco.,FERRERO,50,media
24146, Claro que sí.,MONTESINOS,50,media
24147, Va a preferir ... El mismo Andrade no va a poder entenderse con el APRA y los 5 ó 10 de Castañeda tampoco van a poder tratar con Diez Canseco.,FERRERO,50,media
24148, Van a venirse acá.,MONTESINOS,50,media
24149," Sin querer o por lo menos se quedarán en el medio, pero esas cosas por qué esperar al final.",FERRERO,50,media
24150," Claro, mejor desde ahora ... (07)",MONTESINOS,50,media
24151," ¿Quién está dirigiendo? ¿Quién toma decisiones? Por qué es que solamente la tendencia a hablar así con cierta gente cerrada sin que se acuda a estos grupos chicos, y como es recontra desconfiado, y es verdad, es muy desconfiado, no cree en nadie, algunas cosas las comprueba, otras trata de averiguar si es cierto. Es un grupo chiquito que está decidiendo las cosas que otros que tienen su propio cerebro no pueden contribuir, y eso está mal, pues si tú hablas sólo con los que piensan como tú qué vas a sacar del espectro que tienes por delante.",FERRERO,50,media
24152, Claro.,MONTESINOS,50,media
24153," Yo les digo: vamos a reunirnos en mi casa Olivera, Pease, tal y tal y tal. Olivera, pero me pongo a pensar (ininteligible), el mismo razonamiento te lo hago a ti: si lo quieres acá ellos lo van a (ininteligible)",FERRERO,50,media
24154," No, lógico. Yo soy amigo del hijo de Mohme ah, de Chicho Mohme, con él converso, inclusive viene acá. Tú ves que La República me golpea fuerte sin embargo con el hijo mantengo una relación fraterna y no tengo por qué yo tener ningún ...",MONTESINOS,50,media
24155, Pero tú crees que por ejemplo el Presidente se molestarían si él sabe que un día tú te has reunido con gente de la oposición. ¿Él Se amarga?,FERRERO,50,media
24156," No, pero por qué no, yo no le veo ninguna razón de ser. A mí me gustaría, por ejemplo, conversar ... mira, Rafael Rey es una persona, he conversado con Rafael Rey; con Enrique Chirinos ni qué decir, Enrique Chirinos es mi pariente, con él converso; luego Salazar Larraín, Alfonso Baella Tuesta ...",MONTESINOS,50,media
24157," No, no, no, hay que buscar a los radicales.",FERRERO,50,media
24158, ¿A los radicales?,MONTESINOS,50,media
24159," Para quitarles a los radicales esa imagen de que tú eres un personaje siniestro, eres un personaje misterioso.",FERRERO,50,media
24160, Claro.,MONTESINOS,50,media
24161, (ininteligible),FERRERO,50,media
24162," Claro si este es perverso, malo ...",MONTESINOS,50,media
24163, Y eso yo creo que hay que empezar a cambiarlo.,FERRERO,50,media
24164," Claro, no hay ningún problema. Con Mohme yo no tendría ningún inconveniente de conversar.",MONTESINOS,50,media
