"id","speaker_std","file_id","topics","sentence_id","text","emotion_pred","emotion_pred_name","label_0","label_0_prob","label_1","label_1_prob","label_2","label_2_prob"
9397,"SANTANDER",26,"referendum, reelection, safety",9397.1,"Lo del cheque puede caminar cuando usted retorna hace lo de los indultos, hace lo de la amnistía (ininteligible)",0,"Anger","Anger",0.8616406,"Enthusiasm",0.09261448,"Sadness",0.022717167
3534,"MONTESINOS",104,"safety, state_capture",3534.1,"Y ya, a eso, y hay que tener el tema de Chim bóte, que me preocupa Chimbóte (?), para que nuestro personal esté en Pisco.",5,"Enthusiasm","Enthusiasm",0.5682578,"Hope",0.19047421,"Pride",0.17100939
16116,"BOROBIO",34,"municipal98, media",16116.5,"Ah, bueno, pues, eso es bueno.",4,"Joy","Joy",0.85649407,"Enthusiasm",0.045589548,"None of Them",0.035142466
8125,"MONTESINOS",23,"ecuador",8125.2,"Alipio más bien... (ininteligible)...",0,"Anger","Anger",0.84183705,"Enthusiasm",0.08979641,"Sadness",0.030358752
19051,"ALEX KOURI",39,"reelection, canal4, media, public_officials",19051.1,"La actitud de la gente de gobierno ha sido muy dura conmigo, la gente de Cordelica actuó de una manera muy desleal.",0,"Anger","Anger",0.77123755,"Enthusiasm",0.10595763,"Disgust",0.056360066
10096,"MONTESINOS",27,"safety",10096,"Le juro que es un tipo que habla el alemán, habla inglés, habla el francés.",5,"Enthusiasm","Enthusiasm",0.68392956,"None of Them",0.15304703,"Anger",0.04699616
10829,"SANTANDER",28,"state_capture",10829,"Pero usted tiene que decirle, doctor, que (ininteligible)",0,"Anger","Anger",0.7936656,"Enthusiasm",0.14350739,"Sadness",0.03527202
8845,"ARANCIBIA",25,"media, foreign, safety, state_capture",8845,"La granada no estaba...",5,"Enthusiasm","Enthusiasm",0.5909694,"Anger",0.13125914,"Fear",0.06913357
9310,"MONTESINOS",26,"referendum, reelection, safety",9310.2,"Entonces, no está usted claudicando de lo que usted ha dicho, porque usted está diciendo lo grave sería si hubiera salido una ley ahorita que diga amplíase el plazo de la reforma del Poder Judicial y, entonces, ahí sí tendríamos que ir a una ley.",5,"Enthusiasm","Enthusiasm",0.45469224,"Anger",0.39096048,"Fear",0.052052412
15696,"BOROBIO",34,"municipal98, media",15696.1,"Por supuesto, no voy a estar comiendo un pan con chorizo.",5,"Enthusiasm","Enthusiasm",0.63608503,"Anger",0.25798157,"Hope",0.03890427
7508,"MONTESINOS",21,"reelection, state_capture",7508.1,"Se acuerda usted que yo (ininteligible) a ustedes y ustedes ni nos conocían ni sabían quién era.",0,"Anger","Anger",0.5210249,"Enthusiasm",0.31570497,"Sadness",0.12022585
2825,"MONTESINOS",103,"reelection, media, state_capture",2825.3,"Ya, no le voy a discutir, bueno, ya veinte.",5,"Enthusiasm","Enthusiasm",0.85141903,"Anger",0.082286716,"Hope",0.014293814
16446,"BOROBIO",34,"municipal98, media",16446,"Que lo muestre ¿Esto es obra de Leoni?",5,"Enthusiasm","Enthusiasm",0.8039698,"Anger",0.12461558,"Sadness",0.014050079
1663,"SMITH",100,"safety",1663,"Ah, son libros varios.",5,"Enthusiasm","Enthusiasm",0.91033316,"Anger",0.027862342,"Joy",0.018550517
4893,"MONTESINOS",15,"lucchetti_factory",4893,"Así es.",5,"Enthusiasm","Enthusiasm",0.85157853,"Hope",0.047790177,"Joy",0.037704468
12757,"MILITAR DESCONOCIDO",32,"reelection, state_capture",12757,"(?)",5,"Enthusiasm","Enthusiasm",0.9395918,"Hope",0.015590409,"Anger",0.012470072
16773,"MONTESINOS",35,"referendum, reelection, media, state_capture",16773,"Así es.",5,"Enthusiasm","Enthusiasm",0.85157853,"Hope",0.047790177,"Joy",0.037704468
18466,"ALEX KOURI",38,"public_officials, safety, state_capture",18466,"Sí, pues, Malea era muy campechano.",5,"Enthusiasm","Enthusiasm",0.801538,"None of Them",0.056924213,"Anger",0.049784824
5516,"DESCONOCIDO",17,"safety",5516,"El mismo (?)",5,"Enthusiasm","Enthusiasm",0.90867436,"Anger",0.05605665,"Hope",0.008762376
8458,"MONTESINOS",25,"media, foreign, safety, state_capture",8458,"Se desnaturaliza..",0,"Anger","Anger",0.6598685,"Enthusiasm",0.16339943,"Sadness",0.090250716
18548,"ALEX KOURI",38,"public_officials, safety, state_capture",18548,"¡Ah!",5,"Enthusiasm","Enthusiasm",0.73631537,"Hope",0.13315433,"Pride",0.042146936
1829,"DESCONOCIDO",101,"safety",1829,"Todavía.",5,"Enthusiasm","Enthusiasm",0.84380305,"Hope",0.045245387,"Pride",0.042940438
9633,"MONTESINOS",26,"referendum, reelection, safety",9633.3,"Claro es, agarrar y hacer (inteligible) no avanzar.",5,"Enthusiasm","Enthusiasm",0.50472367,"Anger",0.32029402,"Sadness",0.08698901
15795,"BOROBIO",34,"municipal98, media",15795.1,"Justo llama.",5,"Enthusiasm","Enthusiasm",0.9144457,"Hope",0.021206528,"Joy",0.021053733
3359,"DESCONOCIDO",103,"reelection, media, state_capture",3359,"El doctor pide una cosa, después cambia a ultima hora, primero me dijo: ""Nada de filmación...""",5,"Enthusiasm","Enthusiasm",0.763845,"Anger",0.1738259,"Sadness",0.018375777
4228,"MONTESINOS",11,"lucchetti_factory",4228.2,"Estos fueron a Elías Laroza, fueron a Escobar a insultarlo; oiga usted que es Juez improvisado, el otro le tiró la campanilla y le sonó la campanilla y le dijo, señor una palabra más y lo encierro veinticuatro horas por faltamiento a la autoridad, en el calabozo.",0,"Anger","Anger",0.56139326,"Enthusiasm",0.3774527,"Sadness",0.014404956
13550,"BOROBIO",33,"referendum, municipal98, media",13550,"Ahora usted va y le dice: “Bueno, hermano, yo le trato de hermanito, Nicolás, por favor, deme una, no le pido que me haga una entrevista de todo el programa, pero no me haga una entrevista de un bloque porque me mata”, Tendría que ser de dos bloques.",5,"Enthusiasm","Enthusiasm",0.66009957,"Anger",0.2579587,"Sadness",0.022910906
7479,"MONTESINOS",21,"reelection, state_capture",7479,"Es lo mejor que hay en el país.",8,"None of Them","None of Them",0.74418235,"Joy",0.13068223,"Enthusiasm",0.04330782
2876,"DESCONOCIDO",103,"reelection, media, state_capture",2876,"Y el Jefe de Estado Mayor de las Fuerzas Armadas.",5,"Enthusiasm","Enthusiasm",0.8575555,"None of Them",0.051250532,"Joy",0.025251959
5652,"MONTESINOS",17,"safety",5652.21,"Entonces, el tipo tiene dos mujeres: tiene en el primer tiempo a la muerta y en el segundo tiempo a la otra.",5,"Enthusiasm","Enthusiasm",0.42932945,"Sadness",0.2186592,"Anger",0.14951724
9672,"MONTESINOS",26,"referendum, reelection, safety",9672,"Entonces hay que ver ahorita la vaina del pasaje y todo.",5,"Enthusiasm","Enthusiasm",0.5019328,"Anger",0.30118546,"Hope",0.07865145
7629,"CASTILLO",21,"reelection, state_capture",7629,"(Ininteligible)",0,"Anger","Anger",0.8080601,"Enthusiasm",0.12430424,"Sadness",0.04224073
19704,"ARCE",40,"referendum, reelection",19704,"Vamos a llegar de frente a Nueva York.",5,"Enthusiasm","Enthusiasm",0.4770648,"Hope",0.39196107,"Pride",0.061913855
14159,"MONTESINOS",33,"referendum, municipal98, media",14159,"Pero por eso les (?) está mal, hermano.",5,"Enthusiasm","Enthusiasm",0.5350828,"Anger",0.34821284,"Sadness",0.05425979
14235,"HURTADO MILLER",33,"referendum, municipal98, media",14235.1,"Entonces, no me da.",5,"Enthusiasm","Enthusiasm",0.6552336,"Anger",0.26704097,"Sadness",0.042355523
16828,"MONTESINOS",35,"referendum, reelection, media, state_capture",16828.8,"Si he sacado 400, yo no puedo gastar 800, hermano, acá me tiro el presupuesto a (ininteligible), hermano.",0,"Anger","Anger",0.56354403,"Enthusiasm",0.33428603,"Sadness",0.06942762
14996,"MONTESINOS",34,"municipal98, media",14996,"Ya (?)",5,"Enthusiasm","Enthusiasm",0.9518986,"Hope",0.0154638775,"Pride",0.011051756
8321,"MONTESINOS",24,"media, foreign, safety",8321,"Sabe por qué le digo esto, señor embajador, porque ya que vamos a dar este paso de tratar esto, pongámosles punto final; o sea, que no quede la posibilidad de que después nos vamos a reunir a perder el tiempo, esté perdiendo el tiempo (?).",5,"Enthusiasm","Enthusiasm",0.46475092,"Anger",0.1782828,"Hope",0.17614245
12371,"HERNANDEZ CANELO",31,"referendum, reelection, state_capture",12371.1,"Ah, el Jurado está ratificando que es un millón (Ininteligible) de firmas y no se da con eso.",5,"Enthusiasm","Enthusiasm",0.62846386,"Anger",0.2791623,"Sadness",0.033665113
613,"GARCIA",1,"foreign",613,"Para algunos como hombre de negocios, para otros como un funcionario norteamericano y como una persona que trabajó en el Perú que tiene o tuvo negocios y que se fue del Perú el año 1968, aproximadamente.",5,"Enthusiasm","Enthusiasm",0.8852836,"None of Them",0.039966512,"Anger",0.024208093
14002,"MONTESINOS",33,"referendum, municipal98, media",14002.1,"Así sería el esquema.",5,"Enthusiasm","Enthusiasm",0.94537026,"Pride",0.02546043,"Hope",0.010557709
11724,"BURNEI",3,"public_officials, state_capture",11724,"¿Aquí en Lima?",5,"Enthusiasm","Enthusiasm",0.9443791,"Hope",0.014327249,"Pride",0.011564183
6976,"CUCULIZA",20,"lucchetti_factory, safety",6976.4,"Entonces, ya usted (Ininteligible) al doctor que me dé una salida bastante elegante al lado de Andrade, porque tampoco quiero salir como persona que de la noche a la mañana (Ininteligible).",0,"Anger","Anger",0.68806154,"Enthusiasm",0.2327014,"Fear",0.019721147
10329,"VALLE RIESTRA",27,"safety",10329,"En la mañana.",5,"Enthusiasm","Enthusiasm",0.8420155,"Hope",0.049889978,"Pride",0.04846616
17047,"MONTESINOS",35,"referendum, reelection, media, state_capture",17047.5,"(ininteligible) la Sala están planteando, hermano, el aumento de las tarifas (ininteligible) en 30% y hay una acción de amparo (ininteligible) de acción contenciosa administrativa que va a llegar a la Sala de Derecho Constitucional.",5,"Enthusiasm","Enthusiasm",0.5697927,"Anger",0.35299587,"Pride",0.031422235
752,"MONTESINOS",10,"municipal98",752,"Claro, en esa época Blanca Nélida también ejercía, Antonio Chávez Antártica también estaba de fiscal ahí.",5,"Enthusiasm","Enthusiasm",0.9346357,"None of Them",0.0238054,"Joy",0.009524658
18288,"ALEX KOURI",37,"foreign, public_officials",18288.1,"La intención, en realidad, nuestra es muy concreta.",5,"Enthusiasm","Enthusiasm",0.43262905,"Hope",0.3224272,"Pride",0.13235879
7423,"MONTES DE OCA",21,"reelection, state_capture",7423.1,"El militar tiene que ser bien macho",5,"Enthusiasm","Enthusiasm",0.64462644,"Pride",0.1188154,"Hope",0.08586347
1792,"DE LOPEZ",100,"safety",1792,"No lo conozco.",5,"Enthusiasm","Enthusiasm",0.92260826,"Anger",0.046049226,"Sadness",0.01091432
7001,"FUJIMORI",20,"lucchetti_factory, safety",7001,"(Ininteligible).",0,"Anger","Anger",0.8107651,"Enthusiasm",0.06913239,"Disgust",0.06131192
5633,"MONTESINOS",17,"safety",5633.7,"(?) es el trabajo profesional ¿no?",5,"Enthusiasm","Enthusiasm",0.728518,"Anger",0.099002846,"Hope",0.066660665
16859,"MONTESINOS",35,"referendum, reelection, media, state_capture",16859.9,"Ya.",5,"Enthusiasm","Enthusiasm",0.93020046,"Hope",0.02236557,"Pride",0.016783183
10422,"MONTESINOS",27,"safety",10422,"Nada.",5,"Enthusiasm","Enthusiasm",0.87841576,"Anger",0.04889878,"Hope",0.021293607
7409,"MONTES DE OCA",21,"reelection, state_capture",7409.3,"“Eso está repercutiendo”.",5,"Enthusiasm","Enthusiasm",0.54550165,"Anger",0.28316537,"Fear",0.05602562
10445,"VALLE RIESTRA",27,"safety",10445,"¿A qué hora nos podemos ver un domingo?",5,"Enthusiasm","Enthusiasm",0.92635864,"Pride",0.021567315,"Joy",0.015503559
695,"KOURI",10,"municipal98",695,"Con muy poca presencia del pueblo, muy poca presencia del pueblo.",5,"Enthusiasm","Enthusiasm",0.34762728,"Anger",0.3127685,"Sadness",0.2731901
1779,"DESCONOCIDO",100,"safety",1779,"Póngale, con inscripciones de puño gráfico de Juan Manuel.",5,"Enthusiasm","Enthusiasm",0.8667096,"None of Them",0.04030813,"Joy",0.034651615
6811,"CUCULIZA",20,"lucchetti_factory, safety",6811,"No, aquí aquel que le falla al Servicio de Inteligencia, que le falla al gobierno, así que ya están comprometidas y comprometidas, meterle una sanción de 10 ó 15 años adentro.",5,"Enthusiasm","Enthusiasm",0.40119836,"Pride",0.22116606,"Anger",0.19242619
19091,"ALEX KOURI",39,"reelection, canal4, media, public_officials",19091,"En esa encuesta estamos con 77,9.",5,"Enthusiasm","Enthusiasm",0.58873236,"None of Them",0.27413958,"Joy",0.08082388
18340,"ALEX KOURI",37,"foreign, public_officials",18340,"No, él quiere colaborar.",5,"Enthusiasm","Enthusiasm",0.549032,"Pride",0.17975302,"Hope",0.15890479
8872,"MONTESINOS",25,"media, foreign, safety, state_capture",8872.1,"""Entre usted"", le dije, ""bajo mi responsabilidad"", entró y le dio el teléfono al presidente, le di la clave, [Parte testada.] el presidente se paró, le di la clave: ""'Chancho, chanchito están en su sitio"", si yo le decía ""chancho chanchito están en su sitio"" era que estaban, entonces me dijo ""Proceda"".",5,"Enthusiasm","Enthusiasm",0.8530576,"Anger",0.043197744,"Hope",0.031444907
19929,"MONTESINOS",40,"referendum, reelection",19929.2,"Entonces lamentablemente a pesar de que sabemos que tenemos la prueba, que lo podríamos muy bien denunciarlo.",3,"Sadness","Sadness",0.39335483,"Anger",0.3350073,"Enthusiasm",0.22329524
7172,"MONTESINOS",21,"reelection, state_capture",7172.4,"Entonces, ahora ¿qué hace este cojudo?",5,"Enthusiasm","Enthusiasm",0.6017504,"Anger",0.3335254,"Fear",0.022723833
13171,"MONTESINOS",32,"reelection, state_capture",13171.2,"Entonces yo tengo que hacer el petitorio con un fundamento de derecho y el fundamento de firmas.",5,"Enthusiasm","Enthusiasm",0.82260513,"Hope",0.06641877,"Pride",0.06324544
612,"BURNET",1,"foreign",612.4,"¿Cómo qué?",5,"Enthusiasm","Enthusiasm",0.93763924,"Anger",0.03115985,"Hope",0.00960659
3475,"MONTESINOS",104,"safety, state_capture",3475,"Al parecer, si mal no recuerdo, son esos de tam bores no, o sea que…",5,"Enthusiasm","Enthusiasm",0.91254467,"Anger",0.047324665,"Sadness",0.010524396
2227,"DESCONOCIDO",102,"media, wiese, state_capture",2227,"¿Me entiendes?",5,"Enthusiasm","Enthusiasm",0.8986954,"Anger",0.045946725,"Pride",0.020360503
3355,"DESCONOCIDO",103,"reelection, media, state_capture",3355,"¡Ah!",5,"Enthusiasm","Enthusiasm",0.73631537,"Hope",0.13315433,"Pride",0.042146936
17840,"SAUCHEDO SANCHEZ",36,"promotions",17840,"Sí, está bien identificado en Tacna.",5,"Enthusiasm","Enthusiasm",0.57818013,"None of Them",0.22360484,"Joy",0.0707887
15996,"BOROBIO",34,"municipal98, media",15996.2,"Acá hay que tomar una decisión que tiene un matiz económico.",5,"Enthusiasm","Enthusiasm",0.4991694,"Pride",0.28742316,"Hope",0.15927804
10910,"MONTESINOS",28,"state_capture",10910.2,"Y yo sé que él a las 9 de la noche ya no da, y en eso reside el hecho, no importa, no hay ningún problema, que duerma a las 9 de la noche (ininteligible) pero su responsabilidad la asumo yo.",5,"Enthusiasm","Enthusiasm",0.42234224,"Anger",0.39176854,"Sadness",0.07521148
5031,"MONTESINOS",15,"lucchetti_factory",5031,"Ahora yo le voy a dar.",5,"Enthusiasm","Enthusiasm",0.7639004,"Hope",0.13615061,"Pride",0.042452075
7430,"MONTESINOS",21,"reelection, state_capture",7430,"Ahí tengo, voy a buscar.",5,"Enthusiasm","Enthusiasm",0.7480709,"Hope",0.119817995,"Pride",0.047492284
9661,"MONTESINOS",26,"referendum, reelection, safety",9661.1,"(Risas)",4,"Joy","Joy",0.5351532,"Enthusiasm",0.38364416,"Pride",0.032554403
13004,"MILITAR DESCONOCIDO",32,"reelection, state_capture",13004,"Todas usan botas.",5,"Enthusiasm","Enthusiasm",0.79297686,"Hope",0.054193307,"None of Them",0.05217043
13733,"MONTESINOS",33,"referendum, municipal98, media",13733,"Yo no quiero hablar de cosas políticas.",5,"Enthusiasm","Enthusiasm",0.7826885,"Anger",0.1532875,"Hope",0.026317043
5924,"PERCOVICH",2,"foreign, safety",5924.4,"Cumplí con la indicación de él.",5,"Enthusiasm","Enthusiasm",0.677202,"None of Them",0.17166808,"Joy",0.08508346
4725,"MONTESINOS",15,"lucchetti_factory",4725.1,"Entonces, como ahorita terminado este tema (?) ya no necesitamos más; pero ¿qué sucede?",5,"Enthusiasm","Enthusiasm",0.4245791,"Anger",0.3906756,"Joy",0.039462913
12751,"MILITAR DESCONOCIDO",32,"reelection, state_capture",12751,"Doctor, buenos días.",5,"Enthusiasm","Enthusiasm",0.8693223,"Joy",0.0779759,"Pride",0.017256638
16415,"BOROBIO",34,"municipal98, media",16415.2,"Ellos, nosotros no, nosotros hacemos los artes nomás, hermano.",5,"Enthusiasm","Enthusiasm",0.5335666,"None of Them",0.20045194,"Hope",0.10015784
2618,"DESCONOCIDO",102,"media, wiese, state_capture",2618.1,"¡Soy el jefe!",5,"Enthusiasm","Enthusiasm",0.45630947,"Hope",0.22473937,"Joy",0.12083958
14487,"MONTESINOS",34,"municipal98, media",14487,"Porque voy a traer ahorita los 50.",5,"Enthusiasm","Enthusiasm",0.5826574,"Pride",0.11009206,"Hope",0.07660397
1161,"MONTESINOS",10,"municipal98",1161.3,"Para colocar las lunas, había escasez de vidrio, porque usted se acuerdan que a cada rato volaban.",5,"Enthusiasm","Enthusiasm",0.38270757,"Anger",0.32905173,"Sadness",0.1434904
14628,"MONTESINOS",34,"municipal98, media",14628,"Sí, sí, sí.",5,"Enthusiasm","Enthusiasm",0.87756145,"Hope",0.03768138,"Joy",0.027721303
8603,"MONTESINOS",25,"media, foreign, safety, state_capture",8603,"Sí, me acuerdo.",5,"Enthusiasm","Enthusiasm",0.91692406,"Hope",0.030118432,"Joy",0.019493494
601,"GARCIA",1,"foreign",601,"Hubo una censura al presidente titular, al vice presidente, y yo era un suplente que asumí la presidencia por 15 minutos, mien tras se solucionaba el problema.",5,"Enthusiasm","Enthusiasm",0.61172855,"Anger",0.28036368,"Sadness",0.046884257
4645,"MONTESINOS",14,"referendum",4645.2,"Yo puedo (?) a la parte (?) de la infraestructura y lo que significa para el Ejército quedarse sin ojos y sin oídos.",0,"Anger","None of Them",0.4034904,"Enthusiasm",0.26700276,"Joy",0.14764404
18215,"BELLO VAZQUEZ",36,"promotions",18215,"Un Antonov va a salir (?).",5,"Enthusiasm","Enthusiasm",0.8403987,"Pride",0.051231794,"Anger",0.04717325
1081,"KOURI",10,"municipal98",1081,"Entonces (ininteligible) su familia.",5,"Enthusiasm","Enthusiasm",0.48509422,"Anger",0.41114724,"Sadness",0.06741813
1672,"DESCONOCIDO",100,"safety",1672,"¿En qué calidad, señora Flor?",5,"Enthusiasm","Enthusiasm",0.9404074,"Anger",0.031466432,"Pride",0.0072471527
19340,"MEDELIUS",40,"referendum, reelection",19340,"(ininteligible)",0,"Anger","Anger",0.7313059,"Enthusiasm",0.19491574,"Sadness",0.04859929
13564,"BOROBIO",33,"referendum, municipal98, media",13564.1,"...",5,"Enthusiasm","Enthusiasm",0.92408335,"Pride",0.024854323,"Hope",0.022106484
5677,"GUZMAN",17,"safety",5677.2,"Las reuniones han sido desenvueltas en medio de obvias e insalvables diferencias ideológicas y políticas, como corresponde a quienes ubicados en orillas opuestas tratan un problema común.",5,"Enthusiasm","Enthusiasm",0.5031347,"Anger",0.33398697,"Sadness",0.10988966
11292,"BEDOYA",29,"miraflores, canal4",11292,"En RPP, he ido dos veces a Radio Programas.",5,"Enthusiasm","Enthusiasm",0.92462176,"None of Them",0.037303787,"Hope",0.014270895
6294,"DAVILA",20,"lucchetti_factory, safety",6294,"Tipo el terrorismo.",5,"Enthusiasm","Enthusiasm",0.37914106,"Fear",0.37681,"Anger",0.15390895
5912,"PERCOVICH",2,"foreign, safety",5912,"¿Cómo?",5,"Enthusiasm","Enthusiasm",0.93399274,"Anger",0.025177108,"Pride",0.014686322
2312,"DESCONOCIDO",102,"media, wiese, state_capture",2312,"(?).",5,"Enthusiasm","Enthusiasm",0.93038344,"Hope",0.01700165,"Anger",0.016235135
2241,"DESCONOCIDO",102,"media, wiese, state_capture",2241,"(?)",5,"Enthusiasm","Enthusiasm",0.9395918,"Hope",0.015590409,"Anger",0.012470072
3898,"MONTESINOS",11,"lucchetti_factory",3898.1,"Porque no hacen una donación al Perú como (?) a la región de los desastres.",0,"Anger","Anger",0.35488358,"Enthusiasm",0.32482013,"Sadness",0.17933123
11226,"BEDOYA",29,"miraflores, canal4",11226.1,"¿Hay conversaciones entre Andrade y Castañeda?",5,"Enthusiasm","Enthusiasm",0.9129001,"Pride",0.03952503,"Anger",0.013211032
12990,"MILITAR DESCONOCIDO",32,"reelection, state_capture",12990,"Todavía un poquito.",5,"Enthusiasm","Enthusiasm",0.6970864,"Pride",0.1578729,"Hope",0.06487758
16753,"MONTESINOS",35,"referendum, reelection, media, state_capture",16753,"Azi habló contigo.",5,"Enthusiasm","Enthusiasm",0.97247386,"Hope",0.008188465,"Joy",0.0067258263
13051,"MONTESINOS",32,"reelection, state_capture",13051.1,"¡Ah!, ¿para ellos?",5,"Enthusiasm","Enthusiasm",0.78242356,"Anger",0.16808926,"Fear",0.011174343
12323,"HERNANDEZ CANELO",30,"referendum, ecuador, reelection, state_capture",12323,"(Ininteligible).",0,"Anger","Anger",0.8107651,"Enthusiasm",0.06913239,"Disgust",0.06131192
9869,"VALLE RIESTRA",27,"safety",9869,"Sí.",5,"Enthusiasm","Enthusiasm",0.92838156,"Hope",0.02353815,"Pride",0.015861278
5518,"DESCONOCIDO",17,"safety",5518,"Del (?)",5,"Enthusiasm","Enthusiasm",0.95718265,"Hope",0.011735114,"Pride",0.0092080105
3389,"MONTESINOS",104,"safety, state_capture",3389.1,"¿Se le puede autorizar?",5,"Enthusiasm","Enthusiasm",0.71980053,"Anger",0.18668017,"Pride",0.021759098
16995,"MONTESINOS",35,"referendum, reelection, media, state_capture",16995,"(ininteligible) con Luchito.",5,"Enthusiasm","Enthusiasm",0.60339767,"Anger",0.3130199,"Sadness",0.046519026
7761,"DELLEPIANE",22,"state_capture",7761,"Ya.",5,"Enthusiasm","Enthusiasm",0.93020046,"Hope",0.02236557,"Pride",0.016783183
10115,"VALLE RIESTRA",27,"safety",10115,"Yo le hablo de frente.",5,"Enthusiasm","Enthusiasm",0.9264686,"Hope",0.026989698,"None of Them",0.0177137
10130,"MONTESINOS",27,"safety",10130.1,"Y, entonces, el tipo es muy reflexivo.",5,"Enthusiasm","Enthusiasm",0.77354234,"Joy",0.050210115,"None of Them",0.04948215
5297,"MONTESINOS",16,"reelection, safety, state_capture",5297.18,"¿La participación ciudadana por qué?",5,"Enthusiasm","Enthusiasm",0.87472403,"Hope",0.048001517,"Pride",0.04655652
9732,"VALLE RIESTRA",27,"safety",9732,"Además, ha resultado en la interpretación popular superior a lo que calculábamos.",4,"Joy","Joy",0.54114705,"None of Them",0.27234662,"Enthusiasm",0.07734615
6331,"MONTESINOS",20,"lucchetti_factory, safety",6331.1,"Entonces, frente al pedido.",5,"Enthusiasm","Enthusiasm",0.8330669,"Hope",0.09984242,"Pride",0.033205822
10617,"SANTANDER",28,"state_capture",10617.2,"Esto hay que conversarlo y usted me dijo (ininteligible).",0,"Anger","Anger",0.7859865,"Enthusiasm",0.16087367,"Sadness",0.029184492
9608,"VALLE RIESTRA",26,"referendum, reelection, safety",9608,"Si.",5,"Enthusiasm","Enthusiasm",0.91812843,"Pride",0.021799538,"Hope",0.019378766
4647,"LUCCHETTI",15,"lucchetti_factory",4647,"Qué le pasó en la mano.",5,"Enthusiasm","Enthusiasm",0.79792047,"Anger",0.093516074,"Sadness",0.027342318
8173,"COSTA",24,"media, foreign, safety",8173.1,"Nosotros acá hemos preparado un borrador del comunicado v queríamos conversarlo contigo para que estemos de acuerdo, más o menos, en los términos del mismo.",5,"Enthusiasm","Enthusiasm",0.8104662,"Pride",0.10577504,"Hope",0.056949753
19267,"MONTESINOS",39,"reelection, canal4, media, public_officials",19267.3,"El hombre no parecía así.",5,"Enthusiasm","Enthusiasm",0.76342577,"Anger",0.10139367,"Sadness",0.0806665
8704,"ARANCIBIA",25,"media, foreign, safety, state_capture",8704,"Tú mira el diario al día siguiente, nos cuelgan a los militares.",5,"Enthusiasm","Enthusiasm",0.49033195,"Anger",0.3321647,"Sadness",0.045886014
19764,"MEDELIUS",40,"referendum, reelection",19764.2,"Se presenta a concurso el huevón, no sale pues, no va.",5,"Enthusiasm","Enthusiasm",0.61638564,"Anger",0.2488416,"Sadness",0.045042697
12526,"ARCE",31,"referendum, reelection, state_capture",12526,"(Ininteligible)... hasta donde he votado para mí estaba bien.",0,"Anger","Anger",0.5716133,"Enthusiasm",0.27445203,"Sadness",0.05071871
5297,"MONTESINOS",16,"reelection, safety, state_capture",5297.35,"Si ha producido muerte y graves daños, cadena perpetua y pena de no menos de 20 ó 25 años.",5,"Enthusiasm","Enthusiasm",0.39962035,"Anger",0.31052718,"Fear",0.16303241
11218,"BEDOYA",29,"miraflores, canal4",11218,"Así, ¿no?",5,"Enthusiasm","Enthusiasm",0.8881742,"Hope",0.038408294,"Pride",0.03080916
4038,"LUCCHETTI",11,"lucchetti_factory",4038,"Ustedes tienen acá el FAL.",0,"Anger","Anger",0.6529803,"Enthusiasm",0.2864809,"Sadness",0.02406852
11796,"LUPIS",3,"public_officials, state_capture",11796,"De banco a banco.",5,"Enthusiasm","Enthusiasm",0.94868225,"Anger",0.013974673,"Pride",0.00925741
8454,"MONTESINOS",25,"media, foreign, safety, state_capture",8454.1,"Si un país garante (?) mantiene una posición de principios muy importante, ya eso demuestra, diga mos, el equilibrio y la armonía en un principio de equidad.",8,"None of Them","None of Them",0.33476958,"Pride",0.25645652,"Enthusiasm",0.18390672
7843,"BELTRAN",23,"ecuador",7843,"Yo tengo entendido que el embajador de Estados Unidos intercedió por este tema.",5,"Enthusiasm","Enthusiasm",0.9311774,"Pride",0.030416401,"Anger",0.011551404
10087,"MONTESINOS",27,"safety",10087,"Entonces, estos conceptos fueron importantes, y así fuimos desarrollando...",8,"None of Them","None of Them",0.4836081,"Enthusiasm",0.17254049,"Hope",0.14869955
657,"BURNET",1,"foreign",657,"Solamente una pregunta básica sobre los impuestos en el Perú.",5,"Enthusiasm","Enthusiasm",0.9258387,"Anger",0.039529353,"Hope",0.00975256
977,"KOURI",10,"municipal98",977,"Yo puedo, en este caso, negociar con la gente de ETRAMSA para que me digan si ya me han de pagar los 3 millones, con esos 3 millones resuelvo mi problema ya definitivamente.",5,"Enthusiasm","Enthusiasm",0.45753616,"Pride",0.3101906,"Hope",0.086623214
17306,"FUJIMORI",36,"promotions",17306.2,"De conformidad con lo dispuesto en el artículo 7.° del Decreto Legislativo N.°437, Ley Orgánica del Ejército, modificado por el Decreto Legislativo N.° 743 en el cargo de Comandante General del Ejército es designado por el Presidente de la República en su condición de Jefe Supremo de las Fuerzas Armadas, y según los generales de división de situación en actividad.",5,"Enthusiasm","Enthusiasm",0.90942204,"None of Them",0.03036321,"Pride",0.021208337
3391,"MONTESINOS",104,"safety, state_capture",3391.3,"Entonces nosotros tenemos que tener todo nuestro dispositivo de cámaras para ir haciendo no solamente un control de la plaza, si no un control de las vías de des plazamiento.",6,"Hope","Hope",0.3936864,"Pride",0.2964083,"Enthusiasm",0.2542823
3389,"MONTESINOS",104,"safety, state_capture",3389.51,"Cuando él llega al aeropuerto, tenga el rechazo en el aeropuerto.",5,"Enthusiasm","Enthusiasm",0.7043844,"Pride",0.10385808,"Hope",0.065819755
